,Ch1,Ch2,Ch3,Ch4,,,
91,0.183818202,0.387046898,0.08370102,0.34543388,,,
92,0.224237799,0.094724879,0.513693347,0.167343974,,,
93,0.261215938,0.511642446,0.128045516,0.0990961,,,
94,0.054415735,0.475913759,0.322180684,0.147489823,,,
95,0.254926411,0.157383775,0.494283122,0.093406692,,,
96,0.131916555,0.225846578,0.502535817,0.13970105,,,
97,0.322847842,0.471113609,0.063220067,0.142818482,,,
98,0.310529736,0.485805852,0.155419155,0.048245257,,,
99,0.16107071,0.357804471,0.186639918,0.294484901,,,
100,0.282842626,0.519232956,0.115651887,0.082272531,,,
101,0.329695014,0.138424326,0.298740249,0.233140412,,,
102,0.221858949,0.261559748,0.378357472,0.138223831,,,
103,0.139596202,0.447675266,0.094874705,0.317853828,,,
104,0.144204309,0.309202925,0.187097195,0.359495571,,,
105,0.085853087,0.755913008,0.04762945,0.110604455,,,
106,0.325648074,0.400493942,0.131844196,0.142013788,,,
107,0.22435651,0.522061178,0.137272258,0.116310054,,,
108,0.044726412,0.703005202,0.109139814,0.143128572,,,
109,0.398239555,0.13790141,0.224129289,0.239729746,,,
110,0.606013895,0.168211051,0.106157723,0.119617331,,,
111,0.167781015,0.148015303,0.51128979,0.172913892,,,
112,0.603759075,0.116566077,0.049374025,0.230300823,,,
113,0.278673604,0.127046158,0.487596047,0.106684191,,,
114,0.421990279,0.07919277,0.192284284,0.306532667,,,
115,0.059723834,0.677435666,0.038682876,0.224157624,,,
116,0.496970859,0.037874222,0.157261237,0.307893681,,,
117,0.210984992,0.156166637,0.127067406,0.505780966,,,
118,0.120996457,0.280764838,0.383176601,0.215062105,,,
119,0.113345483,0.098613074,0.074158805,0.713882638,,,
120,0.203702102,0.314867196,0.060548962,0.42088174,,,
121,0.510024794,0.141097593,0.087119302,0.261758311,,,
122,0.186054082,0.103637846,0.134041222,0.57626685,,,
123,0.027933946,0.488841808,0.207760141,0.275464105,,,
124,0.39450948,0.03350789,0.18078176,0.39120087,,,
125,0.267474547,0.287345067,0.055457145,0.389723241,,,
126,0.456937324,0.216320648,0.102763935,0.223978093,,,
127,0.130698855,0.554528873,0.084138686,0.230633585,,,
128,0.445274223,0.048756766,0.101175621,0.40479339,,,
129,0.343779288,0.079489468,0.291716857,0.285014387,,,
130,0.193601149,0.468155404,0.173732594,0.164510853,,,
131,0.155947831,0.38100439,0.14882783,0.314219948,,,
132,0.078353001,0.096729492,0.531771581,0.293145925,,,
133,0.251993622,0.194162524,0.242434135,0.311409719,,,
134,0.181917116,0.500324727,0.13372413,0.184034027,,,
135,0.16013028,0.122957562,0.358529385,0.358382773,,,
136,0.093117154,0.624232674,0.077327604,0.205322568,,,
137,0.066229931,0.255401865,0.485755589,0.192612615,,,
138,0.370357637,0.17495726,0.293965682,0.160719422,,,
139,0.52001498,0.099739811,0.284521287,0.095723922,,,
140,0.372190732,0.260154992,0.292627219,0.075027057,,,
141,0.230209607,0.071319475,0.548411729,0.150059189,,,
142,0.27294875,0.473753431,0.061598376,0.191699444,,,
143,0.115513963,0.209014045,0.219002505,0.456469487,,,
144,0.380850394,0.174560702,0.157194609,0.287394296,,,
145,0.272380026,0.155692907,0.232503436,0.339423631,,,
146,0.507932017,0.140300465,0.121659956,0.230107562,,,
147,0.179595768,0.102043963,0.58282813,0.135532139,,,
148,0.325325848,0.109080056,0.323471437,0.242122659,,,
149,0.05300838,0.652075936,0.129135138,0.165780546,,,
150,0.15640648,0.065482393,0.59412051,0.183990617,,,
151,0.224788355,0.06017956,0.483201908,0.231830178,,,
152,0.383629795,0.127491797,0.142920577,0.345957831,,,
153,0.501368744,0.142896629,0.193877811,0.161856816,,,
154,0.13575034,0.153640438,0.387627702,0.32298152,,,
155,0.300192027,0.092896057,0.326709688,0.280202228,,,
156,0.287961508,0.128083374,0.39275262,0.191202498,,,
157,0.140972374,0.081601867,0.424142551,0.353283208,,,
158,0.132086219,0.362565554,0.322446605,0.182901622,,,
159,0.029712159,0.681747607,0.078274643,0.210265591,,,
160,0.226113094,0.304595149,0.130735607,0.338556149,,,
161,0.075905006,0.055601791,0.601403972,0.26708923,,,
162,0.256484132,0.50863151,0.074007622,0.160876735,,,
163,0.260265434,0.479668426,0.076442307,0.183623834,,,
164,0.063885733,0.172605625,0.655199641,0.108309,,,
165,0.087928814,0.245333631,0.519390897,0.147346658,,,
166,0.086745829,0.412332908,0.228663031,0.272258232,,,
167,0.212057246,0.194122766,0.170522349,0.423297639,,,
168,0.074503063,0.271731816,0.448343059,0.205422061,,,
169,0.352357308,0.463622,0.052743365,0.131277327,,,
170,0.080274387,0.441457662,0.277053734,0.201214217,,,
171,0.455308043,0.102621696,0.309960108,0.132110153,,,
172,0.228639513,0.364776813,0.160842805,0.24574087,,,
173,0.197678159,0.099873164,0.535019522,0.167429155,,,
174,0.103822278,0.226958401,0.364902036,0.304317285,,,
175,0.290473022,0.069312618,0.273432983,0.366781376,,,
176,0.075096491,0.42821838,0.13766973,0.3590154,,,
177,0.129799329,0.197544103,0.498224005,0.174432562,,,
178,0.08313499,0.312525153,0.299575738,0.304764119,,,
179,0.060896193,0.082086759,0.558389753,0.298627296,,,
180,0.110804339,0.44676754,0.136863765,0.305564356,,,
181,0.27973309,0.450304582,0.188040468,0.08192186,,,
182,0.21693728,0.240188154,0.282833375,0.260041191,,,
183,0.133701833,0.5871039,0.051857461,0.227336805,,,
184,0.41917339,0.326232055,0.118014835,0.13657972,,,
185,0.174901787,0.493859382,0.075926726,0.255312105,,,
186,0.048218722,0.436578893,0.348608745,0.16659364,,,
187,0.153737303,0.494050095,0.114372718,0.237839884,,,
188,0.179075211,0.260908763,0.126134,0.433882026,,,
189,0.192393248,0.53638773,0.155017428,0.116201595,,,
190,0.308712854,0.15309384,0.31518619,0.223007116,,,
191,0.19871097,0.519523749,0.067503843,0.214261437,,,
192,0.179055388,0.118680093,0.156098099,0.546166419,,,
193,0.337519758,0.073983614,0.486483964,0.102012665,,,
194,0.062621472,0.270588527,0.168503232,0.498286769,,,
195,0.280670701,0.147242803,0.456353227,0.115733268,,,
196,0.201602731,0.182187809,0.135054236,0.481155224,,,
197,0.297019423,0.351537607,0.131777433,0.219665537,,,
198,0.143419716,0.161564945,0.500752312,0.194263027,,,
199,0.38940061,0.116829917,0.146244838,0.347524635,,,
200,0.054109928,0.543992446,0.118540333,0.283357292,,,
201,0.644694508,0.135620942,0.042845654,0.176838896,,,
202,0.06128225,0.365174676,0.1849402,0.388602874,,,
203,0.49216629,0.055505884,0.23252107,0.219806755,,,
204,0.355886274,0.136125244,0.101676338,0.406312144,,,
205,0.143025182,0.204338707,0.474789236,0.177846875,,,
206,0.101015988,0.466744965,0.183445332,0.248793716,,,
207,0.623565607,0.117559269,0.07761406,0.181261064,,,
208,0.113856119,0.123679376,0.179292547,0.583171959,,,
209,0.378260793,0.389278849,0.092286296,0.140174061,,,
210,0.366513346,0.280010462,0.162995121,0.190481071,,,
211,0.598000966,0.125351861,0.167750979,0.108896194,,,
212,0.405775562,0.295788322,0.213090398,0.085345719,,,
213,0.132386391,0.539580991,0.235419797,0.092612821,,,
214,0.12003969,0.111255786,0.603257545,0.165446979,,,
215,0.086206447,0.421947312,0.323292578,0.168553663,,,
216,0.170442644,0.08528694,0.699714357,0.044556059,,,
217,0.309960714,0.205106402,0.39949504,0.085437844,,,
218,0.025152407,0.359395051,0.550362045,0.065090497,,,
219,0.140315255,0.319990242,0.435268246,0.104426257,,,
220,0.351541802,0.074289277,0.480189737,0.093979183,,,
221,0.468878776,0.130993387,0.2934342,0.106693638,,,
222,0.3758708,0.200496015,0.30204139,0.121591795,,,
223,0.150934196,0.599172393,0.063210448,0.186682964,,,
224,0.106002937,0.100054223,0.732621539,0.061321301,,,
225,0.331194571,0.056867433,0.507817637,0.104120359,,,
226,0.364889472,0.205006854,0.191065856,0.239037818,,,
227,0.05422511,0.367822266,0.469095849,0.108856775,,,
228,0.140919347,0.613292089,0.186580772,0.059207792,,,
229,0.075245724,0.06896681,0.650219317,0.205568148,,,
230,0.188264347,0.118528253,0.191627606,0.501579794,,,
231,0.040179575,0.219629995,0.569354339,0.170836091,,,
232,0.148641966,0.347438957,0.146996714,0.356922363,,,
233,0.20710458,0.248253888,0.114956055,0.429685477,,,
234,0.180183791,0.203133186,0.227920968,0.388762056,,,
235,0.322080915,0.390835603,0.063822103,0.22326138,,,
236,0.052440578,0.374347393,0.242080993,0.331131036,,,
237,0.051532377,0.189206781,0.521527219,0.237733623,,,
238,0.08355745,0.072620163,0.59058959,0.253232797,,,
239,0.074020262,0.116582631,0.513049501,0.296347605,,,
240,0.260991944,0.048211133,0.514433787,0.176363136,,,
241,0.107377505,0.524034046,0.127769722,0.240818728,,,
242,0.042614143,0.542236771,0.132638127,0.282510959,,,
243,0.027793559,0.323706866,0.546304892,0.102194684,,,
244,0.185825285,0.437503956,0.290054194,0.086616565,,,
245,0.207092989,0.146493594,0.477499561,0.168913857,,,
246,0.077831014,0.274990792,0.461864855,0.185313339,,,
247,0.305591417,0.100247139,0.23771574,0.356445705,,,
248,0.375221367,0.223170911,0.401607691,3.11E-08,,,
249,0.258758822,0.478944283,0.262296883,1.28E-08,,,
250,0.266476733,0.511529843,0.221993417,7.17E-09,,,
251,0.127327634,0.333357876,0.539314462,2.73E-08,,,
252,0.193905761,0.056447034,0.749647198,6.99E-09,,,
253,0.225521165,0.223234819,0.551243978,3.79E-08,,,
254,0.152504364,0.408928217,0.438567408,1.15E-08,,,
255,0.179929691,0.293546975,0.52652333,4.86E-09,,,
256,0.212875165,0.400532726,0.386592103,5.87E-09,,,
257,0.238272016,0.049001846,0.712726132,5.50E-09,,,
258,0.610124177,0.085170948,0.304704861,1.43E-08,,,
259,0.083328311,0.44241609,0.474255574,2.53E-08,,,
260,0.020761003,0.472454514,0.506784477,5.62E-09,,,
261,0.256036063,0.184336503,0.559627404,3.01E-08,,,
262,0.322830117,0.168156392,0.509013455,3.60E-08,,,
263,0.059775364,0.050677969,0.88954666,6.56E-09,,,
264,0.49715842,0.322239031,0.180602526,2.31E-08,,,
265,0.247806043,0.596515032,0.155678904,2.06E-08,,,
266,0.252382717,0.333330046,0.414287214,2.20E-08,,,
267,0.094651765,0.231581602,0.127001492,0.546765141,,,
268,0.282367012,0.078089162,0.028004205,0.611539622,,,
269,0.194084421,0.338247946,0.04298074,0.424686892,,,
270,0.249743187,0.367165318,0.020297038,0.362794456,,,
271,0.172512454,0.334701879,0.020338123,0.472447544,,,
272,0.067017803,0.414422998,0.01859757,0.499961629,,,
273,0.044566824,0.04187195,0.264426413,0.649134813,,,
274,0.167914133,0.473638873,0.037353134,0.32109386,,,
275,0.157278189,0.219506161,0.243680587,0.379535063,,,
276,0.060571128,0.262118238,0.06712756,0.610183075,,,
277,0.084197002,0.455614472,0.089127432,0.371061094,,,
278,0.221590267,0.060423394,0.073203471,0.644782867,,,
279,0.342755562,0.161550533,0.065229855,0.43046405,,,
280,0.04204042,0.568631393,0.026069008,0.363259179,,,
281,0.057769434,0.075272022,0.265189236,0.601769308,,,
282,0.052879709,0.059280101,0.386383238,0.501456953,,,
283,0.133476689,0.074164875,0.298453292,0.493905145,,,
284,0.020813848,0.380729504,0.110371316,0.488085333,,,
285,0.115762641,0.399926984,0.02864188,0.455668495,,,
286,0.360895844,0.156576049,0.159056355,0.323471752,,,
287,0.180495168,0.083282198,0.234704987,0.501517647,,,
288,0.052430677,0.321686499,0.343412624,0.2824702,,,
289,0.168680108,0.422029992,0.107153646,0.302136254,,,
290,0.389478747,0.271881588,0.188182875,0.15045679,,,
291,0.038638862,0.290260625,0.443596349,0.227504164,,,
292,0.112636691,0.225159617,0.139279892,0.5229238,,,
293,0.37241835,0.139355151,0.215715294,0.272511205,,,
294,0.039550032,0.19596335,0.306089946,0.458396671,,,
295,0.44494343,0.207027925,0.171860416,0.176168229,,,
296,0.149329504,0.170140753,0.456296876,0.224232867,,,
297,0.071578512,0.380454737,0.303656855,0.244309896,,,
298,0.121758967,0.556910638,0.168903822,0.152426572,,,
299,0.1101876,0.526099953,0.079689345,0.284023102,,,
300,0.248537029,0.082451074,0.071177927,0.59783397,,,
301,0.118851523,0.137343648,0.449973394,0.293831435,,,
302,0.366159523,0.317264619,0.191665533,0.124910325,,,
303,0.082747743,0.079899675,0.461345786,0.376006796,,,
304,0.258170908,0.054173167,0.417672293,0.269983633,,,
305,0.295821491,0.251731633,0.17140905,0.281037826,,,
306,0.238844881,0.04944838,0.050466696,0.661240043,,,
307,0.088097676,0.298949172,0.208908629,0.404044523,,,
308,0.082601823,0.341710961,0.21188249,0.363804725,,,
309,0.115510072,0.065137593,0.449409048,0.369943286,,,
310,0.273137927,0.163972051,0.086408986,0.476481036,,,
311,0.193639098,0.345421413,0.047767325,0.413172164,,,
312,0.204548349,0.263925627,0.042720454,0.48880557,,,
313,0.390737021,0.089800299,0.179536653,0.339926028,,,
314,0.231633705,0.432432552,0.030429871,0.305503872,,,
315,0.127554959,0.057031188,0.183285489,0.632128363,,,
316,0.194073123,0.293391567,0.022164421,0.490370888,,,
317,0.076575546,0.090880807,0.109211399,0.723332247,,,
318,0.032286199,0.276112092,0.285997043,0.405604666,,,
319,0.035214423,0.250686459,0.185830621,0.528268497,,,
320,0.117742845,0.069199078,0.201314803,0.611743274,,,
321,0.447273298,0.038856347,0.087862605,0.42600775,,,
322,0.141003127,0.085217991,0.040074355,0.733704528,,,
323,0.045625337,0.300579805,0.116631282,0.537163576,,,
324,0.116416924,0.364613574,0.270146055,0.248823447,,,
325,0.079374202,0.089380001,0.346831929,0.484413868,,,
326,0.618372065,0.126322266,0.055802152,0.199503517,,,
327,0.444191285,0.329203554,0.040347327,0.186257834,,,
328,0.068391269,0.538924877,0.226365525,0.166318328,,,
329,0.443691553,0.066523082,0.366267527,0.123517838,,,
330,0.207131474,0.242850199,0.298223398,0.251794929,,,
331,0.438969665,0.066595432,0.232919804,0.261515098,,,
332,0.059643313,0.587870554,0.094216871,0.258269261,,,
333,0.037565837,0.748913272,0.030441755,0.183079136,,,
334,0.070734023,0.085815169,0.596062874,0.247387934,,,
335,0.397313758,0.066765203,0.101065209,0.43485583,,,
336,0.126324397,0.555325843,0.121967462,0.196382299,,,
337,0.198066566,0.337536301,0.104148188,0.360248945,,,
338,0.299386789,0.216068686,0.195437166,0.289107359,,,
339,0.357608474,0.09139567,0.202265448,0.348730408,,,
340,0.21479936,0.085364504,0.4091946,0.290641537,,,
341,0.131694831,0.225280887,0.463527408,0.179496874,,,
342,0.168755563,0.385691319,0.161888859,0.283664259,,,
343,0.533691106,0.087042424,0.126573459,0.252693011,,,
344,0.478941014,0.225033315,0.110794135,0.185231537,,,
345,0.132291034,0.55606327,0.18253382,0.129111876,,,
346,0.059823048,0.164879552,0.472963349,0.302334051,,,
347,0.072537342,0.382804549,0.360976465,0.183681644,,,
348,0.065485129,0.336658781,0.227757805,0.370098286,,,
349,0.614042278,0.046746491,0.167646644,0.171564587,,,
350,0.571841326,0.151904579,0.076836042,0.199418054,,,
351,0.250980205,0.274797819,0.118879456,0.355342519,,,
352,0.049715366,0.585852607,0.128566186,0.235865841,,,
353,0.18157125,0.08314985,0.160844274,0.574434627,,,
354,0.252869519,0.168607085,0.472596245,0.105927151,,,
355,0.123193987,0.636699609,0.064057807,0.176048597,,,
356,0.475199405,0.113516893,0.043045303,0.368238398,,,
357,0.541549209,0.106933393,0.123762321,0.227755076,,,
358,0.134590954,0.042710282,0.622176373,0.200522391,,,
359,0.163430619,0.057570854,0.44980986,0.329188667,,,
360,0.06914613,0.111886957,0.591262623,0.22770429,,,
361,0.335244114,0.372065777,0.125396377,0.167293732,,,
362,0.402496515,0.264581897,0.074645919,0.258275669,,,
363,0.209917653,0.067965894,0.106051376,0.616065076,,,
364,0.078926123,0.099188925,0.46494491,0.356940042,,,
365,0.390528776,0.190128709,0.073697136,0.345645379,,,
366,0.105152423,0.068464741,0.282300619,0.544082216,,,
367,0.172046842,0.114038318,0.114493172,0.599421668,,,
368,0.195205793,0.061558936,0.182063652,0.561171619,,,
369,0.474106253,0.024060706,0.287983741,0.2138493,,,
370,0.072973014,0.256793233,0.086544311,0.583689442,,,
371,0.09701809,0.175392533,0.058832264,0.668757113,,,
372,0.112808102,0.297604965,0.356984424,0.232602509,,,
373,0.309933441,0.092862542,0.270045722,0.327158295,,,
374,0.410116683,0.049544245,0.338232868,0.202106204,,,
375,0.103889045,0.089225667,0.263333054,0.543552234,,,
376,0.363751362,0.049803231,0.315542263,0.270903144,,,
377,0.04925944,0.048171602,0.471453031,0.431115927,,,
378,0.106121019,0.085918652,0.27737577,0.53058456,,,
379,0.081628061,0.081376422,0.433500488,0.403495029,,,
380,0.256963426,0.040865552,0.113991149,0.588179872,,,
381,0.436325957,0.028591278,0.363357194,0.171725571,,,
382,0.198365546,0.543307138,0.068601599,0.189725717,,,
383,0.21521217,0.087296136,0.295954572,0.401537122,,,
384,0.319737019,0.356738322,0.020258654,0.303266005,,,
385,0.066251302,0.090678498,0.571709171,0.271361028,,,
386,0.260362835,0.256114115,0.142502034,0.341021016,,,
387,0.187750238,0.233923424,0.350756965,0.227569373,,,
388,0.429095959,0.227088788,0.03787559,0.305939662,,,
389,0.349102543,0.328742923,0.119546518,0.202608016,,,
390,0.426999807,0.062595742,0.113268552,0.397135899,,,
391,0.315028864,0.248396982,0.26579479,0.170779364,,,
392,0.343522535,0.033289437,0.444197468,0.178990561,,,
393,0.076572729,0.123115016,0.451081433,0.349230822,,,
394,0.45699722,0.074735321,0.22983034,0.238437119,,,
395,0.106909007,0.120734233,0.240426377,0.531930382,,,
396,0.112237203,0.280451481,0.091626708,0.515684607,,,
397,0.607038373,0.220246742,0.051470573,0.121244312,,,
398,0.407732845,0.045907179,0.248822546,0.29753743,,,
399,0.425562606,0.12604022,0.061894833,0.38650234,,,
400,0.623998025,0.195884693,0.112142701,0.067974581,,,
401,0.21121101,0.182856844,0.505929009,0.100003136,,,
402,0.285699624,0.413657864,0.260720166,0.039922346,,,
403,0.369624415,0.250601253,0.335969488,0.043804845,,,
404,0.056638635,0.045001623,0.830820071,0.067539671,,,
405,0.696019867,0.130370064,0.101176052,0.072434017,,,
406,0.095965687,0.091981938,0.711436401,0.100615973,,,
407,0.544453519,0.096232007,0.195375475,0.163938998,,,
408,0.126941024,0.265340005,0.533816213,0.073902758,,,
409,0.14363264,0.717397901,0.082992259,0.0559772,,,
410,0.624606943,0.194359051,0.069258561,0.111775445,,,
411,0.197330781,0.379740147,0.401897471,0.021031601,,,
412,0.557141159,0.045237766,0.336913223,0.060707851,,,
413,0.546173815,0.366762286,0.047534766,0.039529133,,,
414,0.507711799,0.131372231,0.267691264,0.093224706,,,
415,0.214315864,0.057572904,0.686076181,0.042035051,,,
416,0.40822806,0.052648635,0.486916555,0.05220675,,,
417,0.061739898,0.587824067,0.266735536,0.083700499,,,
418,0.469740878,0.290404128,0.114594901,0.125260093,,,
419,0.23245558,0.2819154,0.390397541,0.095231478,,,
420,0.211008403,0.269478885,0.066127514,0.453385198,,,
421,0.143974693,0.262629976,0.091937907,0.501457424,,,
422,0.138035581,0.423581521,0.067518336,0.370864562,,,
423,0.158989358,0.553554384,0.061332271,0.226123987,,,
424,0.036254672,0.091698905,0.586654446,0.285391978,,,
425,0.10404134,0.344082225,0.431913296,0.119963139,,,
426,0.529545163,0.233581963,0.101631705,0.135241168,,,
427,0.657122761,0.096853069,0.074903493,0.171120676,,,
428,0.105713643,0.18994391,0.074120316,0.630222131,,,
429,0.24117258,0.463870733,0.051685792,0.243270895,,,
430,0.083298843,0.273040345,0.359810756,0.283850056,,,
431,0.132697631,0.386024517,0.120864215,0.360413637,,,
432,0.507859946,0.055480068,0.269077815,0.16758217,,,
433,0.186267616,0.201566861,0.355425387,0.256740136,,,
434,0.411984392,0.279853725,0.106225972,0.201935912,,,
435,0.297514546,0.341778482,0.079897,0.280809972,,,
436,0.365297434,0.092007488,0.196030819,0.346664258,,,
437,0.130470242,0.681181853,0.037780541,0.150567364,,,
438,0.288918171,0.413284928,0.10281003,0.194986871,,,
439,0.215742283,0.347282633,0.157149923,0.279825161,,,
440,0.200933173,0.091313546,0.127583604,0.580169678,,,
441,0.066910294,0.222744486,0.199120872,0.511224347,,,
442,0.283182357,0.371295993,0.062262025,0.283259625,,,
443,0.345306602,0.08552442,0.05440099,0.514767988,,,
444,0.084609036,0.465301453,0.174407496,0.275682015,,,
445,0.293311282,0.059676263,0.326319143,0.320693312,,,
446,0.104636737,0.383742613,0.323565846,0.188054803,,,
447,0.38653149,0.10565224,0.239899828,0.267916442,,,
448,0.094004083,0.121581173,0.512187382,0.272227361,,,
449,0.384091062,0.278945115,0.074137701,0.262826123,,,
450,0.202054104,0.31275922,0.096415864,0.388770812,,,
451,0.528617205,0.144200513,0.053015961,0.274166321,,,
452,0.185802569,0.132407798,0.101437306,0.580352327,,,
453,0.484020963,0.081126773,0.167773797,0.267078467,,,
454,0.092522342,0.071769771,0.243864748,0.591843139,,,
455,0.056999393,0.226232721,0.103311854,0.613456032,,,
456,0.284673088,0.129474726,0.232144905,0.353707281,,,
457,0.653910111,0.050140419,0.072820629,0.223128841,,,
458,0.356931073,0.192718857,0.122674198,0.327675872,,,
459,0.595755637,0.111295311,0.156686978,0.136262074,,,
460,0.141344991,0.59357368,0.106044516,0.159036813,,,
461,0.115757755,0.556660658,0.199560655,0.128020932,,,
462,0.373503559,0.2830658,0.119879155,0.223551487,,,
463,0.114242052,0.44226392,0.279829692,0.163664335,,,
464,0.238452901,0.107273623,0.146447251,0.507826226,,,
465,0.683695248,0.071477197,0.062940459,0.181887097,,,
466,0.197905451,0.253884739,0.142367089,0.40584272,,,
467,0.19514027,0.213540924,0.367308334,0.224010471,,,
468,0.154307013,0.050174842,0.595329268,0.200188878,,,
469,0.645551546,0.058465904,0.066979865,0.229002686,,,
470,0.508277622,0.13171275,0.152195049,0.207814579,,,
471,0.146948125,0.571094436,0.140884609,0.14107283,,,
472,0.202656672,0.626604993,0.070966914,0.099771421,,,
473,0.112613777,0.411983836,0.103093381,0.372309006,,,
474,0.163877475,0.484347263,0.175620162,0.176155099,,,
475,0.214881744,0.138909873,0.417950697,0.228257685,,,
476,0.343846969,0.357737929,0.094257795,0.204157307,,,
477,0.197208909,0.102824988,0.301927798,0.398038305,,,
478,0.44076667,0.113960407,0.176942014,0.268330909,,,
479,0.254415879,0.35803128,0.102939334,0.284613507,,,
480,0.228344982,0.169481842,0.186986482,0.415186694,,,
