"","Ch1","Ch2","Ch3","Ch4"
"165",0.2805,0.1815,0.3135,0.2245
"166",0.273,0.24,0.166,0.321
"167",0.3025,0.1845,0.1745,0.3385
"168",0.2945,0.3085,0.2025,0.1945
"169",0.2075,0.347,0.2725,0.173
"170",0.2705,0.282,0.2305,0.217
"171",0.2255,0.338,0.258,0.1785
"172",0.3045,0.2975,0.181,0.217
"173",0.288,0.1545,0.365,0.1925
"174",0.1935,0.2145,0.3535,0.2385
"175",0.258,0.1935,0.3165,0.232
"176",0.191,0.3465,0.221,0.2415
"177",0.1675,0.2375,0.424,0.171
"178",0.1775,0.343,0.225,0.2545
"179",0.1755,0.207,0.366,0.2515
"180",0.2595,0.2815,0.195,0.264
"181",0.2585,0.422,0.1865,0.133
"182",0.243,0.2385,0.293,0.2255
"183",0.2445,0.403,0.171,0.1815
"184",0.3375,0.317,0.17,0.1755
"185",0.2405,0.324,0.1795,0.256
"186",0.146,0.4345,0.229,0.1905
"187",0.213,0.3585,0.1805,0.248
"188",0.221,0.317,0.213,0.249
"189",0.191,0.4595,0.179,0.1705
"190",0.4045,0.199,0.226,0.1705
"191",0.1775,0.213,0.2145,0.395
"192",0.179,0.17,0.1595,0.4915
"193",0.322,0.1375,0.342,0.1985
"194",0.1535,0.2115,0.198,0.437
"195",0.2185,0.1585,0.3365,0.2865
"196",0.174,0.2025,0.1765,0.447
"197",0.201,0.422,0.141,0.236
"198",0.142,0.172,0.272,0.414
"199",0.209,0.159,0.1705,0.4615
"200",0.16,0.2255,0.1635,0.451
"201",0.33,0.1685,0.158,0.3435
"202",0.151,0.2215,0.1725,0.455
"203",0.2745,0.157,0.2535,0.315
"204",0.186,0.174,0.161,0.479
"205",0.154,0.1995,0.264,0.3825
"206",0.166,0.27,0.1465,0.4175
"207",0.416,0.181,0.1435,0.2595
"208",0.17,0.16,0.23,0.44
"209",0.1985,0.406,0.161,0.2345
"210",0.1995,0.344,0.1845,0.272
"211",0.25,0.279,0.228,0.243
"212",0.2475,0.326,0.1995,0.227
"213",0.176,0.3095,0.31,0.2045
"214",0.186,0.193,0.373,0.248
"215",0.173,0.2655,0.3505,0.211
"216",0.213,0.2045,0.421,0.1615
"217",0.2365,0.309,0.2735,0.181
"218",0.1555,0.26,0.4105,0.174
"219",0.1855,0.2325,0.334,0.248
"220",0.2445,0.1785,0.377,0.2
"221",0.289,0.17,0.3115,0.2295
"222",0.365,0.2095,0.1855,0.24
"223",0.1715,0.4045,0.1855,0.2385
"224",0.166,0.1945,0.444,0.1955
"225",0.2445,0.177,0.3825,0.196
"226",0.1795,0.2085,0.222,0.39
"227",0.129,0.406,0.301,0.164
"228",0.1615,0.401,0.2045,0.233
"229",0.16,0.2225,0.3525,0.265
"230",0.2395,0.23,0.1985,0.332
"231",0.176,0.23,0.3245,0.2695
"232",0.2035,0.236,0.2085,0.352
"233",0.2285,0.242,0.211,0.3185
"234",0.217,0.235,0.219,0.329
"235",0.251,0.2765,0.147,0.3255
"236",0.1855,0.266,0.2095,0.339
"237",0.1345,0.2455,0.3505,0.2695
"238",0.1785,0.222,0.2795,0.32
"239",0.179,0.198,0.335,0.288
"240",0.271,0.1995,0.2495,0.28
"241",0.2,0.3585,0.167,0.2745
"242",0.1755,0.322,0.175,0.3275
"243",0.1645,0.2525,0.3125,0.2705
"244",0.1955,0.3525,0.2795,0.1725
"245",0.2365,0.193,0.3025,0.268
"246",0.1665,0.2705,0.2815,0.2815
"247",0.2425,0.234,0.2145,0.309
"248",0.252,0.2225,0.225,0.3005
"249",0.198,0.3315,0.1745,0.296
"250",0.229,0.41,0.1445,0.2165
"251",0.2335,0.226,0.2,0.3405
"252",0.2285,0.2535,0.3205,0.1975
"253",0.2435,0.174,0.2335,0.349
"254",0.178,0.2725,0.1865,0.363
"255",0.2315,0.2575,0.2995,0.2115
"256",0.2175,0.3035,0.2795,0.1995
"257",0.266,0.179,0.322,0.233
"258",0.3285,0.1735,0.194,0.304
"259",0.1885,0.249,0.1985,0.364
"260",0.164,0.3445,0.303,0.1885
"261",0.2025,0.2405,0.2145,0.3425
"262",0.2345,0.22,0.1955,0.35
"263",0.233,0.1625,0.399,0.2055
"264",0.2595,0.2615,0.175,0.304
"265",0.216,0.364,0.145,0.275
"266",0.273,0.215,0.185,0.327
"267",0.162,0.176,0.2065,0.4555
"268",0.382,0.1625,0.124,0.3315
"269",0.1765,0.3055,0.1045,0.4135
"270",0.3265,0.2365,0.196,0.241
"271",0.256,0.2225,0.117,0.4045
"272",0.194,0.3905,0.1135,0.302
"273",0.1865,0.131,0.379,0.3035
"274",0.1795,0.438,0.1185,0.264
"275",0.232,0.185,0.368,0.215
"276",0.2225,0.1855,0.1345,0.4575
"277",0.1245,0.441,0.1585,0.276
"278",0.309,0.127,0.1395,0.4245
"279",0.452,0.1665,0.14,0.2415
"280",0.115,0.481,0.1215,0.2825
"281",0.194,0.1345,0.363,0.3085
"282",0.105,0.159,0.2695,0.4665
"283",0.1995,0.2,0.347,0.2535
"284",0.127,0.275,0.158,0.44
"285",0.139,0.3935,0.1295,0.338
"286",0.3445,0.1935,0.1225,0.3395
"287",0.2355,0.1535,0.229,0.382
"288",0.137,0.2505,0.3005,0.312
"289",0.237,0.3045,0.162,0.2965
"290",0.2315,0.393,0.154,0.2215
"291",0.1285,0.2355,0.415,0.221
"292",0.1585,0.1755,0.209,0.457
"293",0.259,0.244,0.256,0.241
"294",0.131,0.233,0.2495,0.3865
"295",0.3125,0.149,0.28,0.2585
"296",0.257,0.149,0.3365,0.2575
"297",0.15,0.358,0.2145,0.2775
"298",0.2825,0.311,0.1745,0.232
"299",0.157,0.3555,0.155,0.3325
"300",0.259,0.148,0.161,0.432
"301",0.222,0.1545,0.286,0.3375
"302",0.2345,0.4245,0.1515,0.1895
"303",0.1655,0.1325,0.3125,0.3895
"304",0.172,0.1395,0.4545,0.234
"305",0.394,0.2305,0.169,0.2065
"306",0.344,0.1555,0.1185,0.382
"307",0.1405,0.3655,0.1935,0.3005
"308",0.121,0.2015,0.3095,0.368
"309",0.1415,0.138,0.4325,0.288
"310",0.3885,0.134,0.1345,0.343
"311",0.163,0.406,0.131,0.3
"312",0.216,0.259,0.112,0.413
"313",0.4195,0.165,0.1525,0.263
"314",0.2035,0.42,0.124,0.2525
"315",0.132,0.135,0.183,0.55
"316",0.1645,0.382,0.128,0.3255
"317",0.1325,0.1255,0.152,0.59
"318",0.142,0.385,0.2045,0.2685
"319",0.1465,0.206,0.169,0.4785
"320",0.1555,0.1505,0.161,0.533
"321",0.434,0.1365,0.1285,0.301
"322",0.173,0.1505,0.155,0.5215
"323",0.124,0.354,0.1235,0.3985
"324",0.174,0.206,0.226,0.394
"325",0.1695,0.1615,0.2165,0.4525
"326",0.2495,0.1795,0.2565,0.3145
"327",0.2445,0.2205,0.116,0.419
"328",0.227,0.2855,0.1895,0.298
"329",0.4045,0.15,0.2075,0.238
"330",0.152,0.174,0.357,0.317
"331",0.2525,0.141,0.189,0.4175
"332",0.148,0.282,0.1495,0.4205
"333",0.151,0.422,0.1205,0.3065
"334",0.1475,0.165,0.3805,0.307
"335",0.213,0.185,0.168,0.434
"336",0.154,0.379,0.141,0.326
"337",0.179,0.248,0.15,0.423
"338",0.1815,0.1955,0.1505,0.4725
"339",0.193,0.1765,0.2905,0.34
"340",0.332,0.146,0.2385,0.2835
"341",0.1745,0.1845,0.3875,0.2535
"342",0.178,0.3345,0.1705,0.317
"343",0.315,0.272,0.141,0.272
"344",0.264,0.2235,0.246,0.2665
"345",0.1295,0.3715,0.248,0.251
"346",0.1455,0.264,0.251,0.3395
"347",0.1655,0.3425,0.2265,0.2655
"348",0.158,0.246,0.227,0.369
"349",0.4215,0.1535,0.171,0.254
"350",0.3135,0.2175,0.1865,0.2825
"351",0.183,0.3075,0.1715,0.338
"352",0.1635,0.3515,0.2085,0.2765
"353",0.2225,0.1925,0.192,0.393
"354",0.2285,0.225,0.337,0.2095
"355",0.167,0.422,0.148,0.263
"356",0.324,0.1815,0.135,0.3595
"357",0.333,0.246,0.1285,0.2925
"358",0.228,0.162,0.3575,0.2525
"359",0.199,0.164,0.283,0.354
"360",0.1775,0.19,0.3615,0.271
"361",0.203,0.3225,0.244,0.2305
"362",0.2645,0.346,0.158,0.2315
"363",0.234,0.1905,0.173,0.4025
"364",0.1305,0.1815,0.374,0.314
"365",0.303,0.1695,0.155,0.3725
"366",0.1695,0.284,0.279,0.2675
"367",0.2205,0.2565,0.2105,0.3125
"368",0.2495,0.168,0.2665,0.316
"369",0.314,0.129,0.2775,0.2795
"370",0.179,0.2355,0.1615,0.424
"371",0.177,0.261,0.193,0.369
"372",0.1475,0.344,0.298,0.2105
"373",0.3305,0.167,0.195,0.3075
"374",0.267,0.148,0.311,0.274
"375",0.1625,0.2115,0.2855,0.3405
"376",0.266,0.1685,0.2295,0.336
"377",0.165,0.1525,0.346,0.3365
"378",0.179,0.179,0.2655,0.3765
"379",0.1675,0.163,0.315,0.3545
"380",0.2395,0.154,0.188,0.4185
"381",0.2135,0.1215,0.4975,0.1675
"382",0.1855,0.5015,0.134,0.179
"383",0.1755,0.1485,0.463,0.213
"384",0.337,0.3495,0.112,0.2015
"385",0.134,0.148,0.552,0.166
"386",0.428,0.171,0.189,0.212
"387",0.152,0.1835,0.508,0.1565
"388",0.468,0.173,0.1465,0.2125
"389",0.182,0.521,0.141,0.156
"390",0.368,0.142,0.2595,0.2305
"391",0.1685,0.5005,0.1955,0.1355
"392",0.1775,0.141,0.5285,0.153
"393",0.118,0.1695,0.5575,0.155
"394",0.5125,0.1415,0.1655,0.1805
"395",0.1635,0.1465,0.4345,0.2555
"396",0.1595,0.4375,0.1705,0.2325
"397",0.5285,0.2075,0.122,0.142
"398",0.3485,0.1305,0.3225,0.1985
"399",0.343,0.181,0.1305,0.3455
"400",0.372,0.1995,0.1715,0.257
"401",0.254,0.198,0.2445,0.3035
"402",0.2425,0.3195,0.254,0.184
"403",0.237,0.319,0.267,0.177
"404",0.2065,0.1635,0.377,0.253
"405",0.326,0.217,0.1885,0.2685
"406",0.2085,0.187,0.369,0.2355
"407",0.309,0.198,0.2065,0.2865
"408",0.1925,0.23,0.307,0.2705
"409",0.1865,0.375,0.1985,0.24
"410",0.3395,0.2005,0.1925,0.2675
"411",0.2425,0.2805,0.3135,0.1635
"412",0.282,0.1875,0.337,0.1935
"413",0.3045,0.334,0.1915,0.17
"414",0.294,0.191,0.212,0.303
"415",0.2235,0.1985,0.3405,0.2375
"416",0.258,0.1895,0.3145,0.238
"417",0.2015,0.328,0.212,0.2585
"418",0.2685,0.247,0.184,0.3005
"419",0.24,0.267,0.29,0.203
"420",0.2055,0.2715,0.1915,0.3315
"421",0.1815,0.2715,0.171,0.376
"422",0.176,0.328,0.1675,0.3285
"423",0.1825,0.334,0.201,0.2825
"424",0.1625,0.207,0.363,0.2675
"425",0.1855,0.304,0.3115,0.199
"426",0.343,0.2985,0.1605,0.198
"427",0.3915,0.206,0.1655,0.237
"428",0.1715,0.2445,0.219,0.365
"429",0.2295,0.354,0.1635,0.253
"430",0.153,0.264,0.306,0.277
"431",0.1665,0.303,0.207,0.3235
"432",0.328,0.1935,0.2615,0.217
"433",0.237,0.232,0.2435,0.2875
"434",0.3615,0.228,0.1605,0.25
"435",0.246,0.3055,0.173,0.2755
"436",0.2875,0.193,0.2095,0.31
"437",0.2345,0.379,0.156,0.2305
"438",0.218,0.2975,0.1575,0.327
"439",0.1945,0.278,0.17,0.3575
"440",0.173,0.1745,0.195,0.4575
"441",0.1755,0.216,0.211,0.3975
"442",0.243,0.2475,0.148,0.3615
"443",0.2385,0.1745,0.2075,0.3795
"444",0.172,0.2695,0.1775,0.381
"445",0.1925,0.1835,0.3215,0.3025
"446",0.1715,0.303,0.2555,0.27
"447",0.2895,0.2095,0.1845,0.3165
"448",0.147,0.207,0.311,0.335
"449",0.275,0.2515,0.152,0.3215
"450",0.213,0.237,0.1905,0.3595
"451",0.3275,0.1955,0.165,0.312
"452",0.1975,0.202,0.179,0.4215
"453",0.2845,0.1995,0.197,0.319
"454",0.16,0.175,0.2145,0.4505
"455",0.1765,0.188,0.1945,0.441
"456",0.2385,0.2035,0.1935,0.3645
"457",0.3315,0.213,0.1925,0.263
"458",0.265,0.2355,0.199,0.3005
"459",0.3515,0.2025,0.1895,0.2565
"460",0.1965,0.3535,0.1825,0.2675
"461",0.18,0.333,0.221,0.266
"462",0.279,0.261,0.1895,0.2705
"463",0.1895,0.355,0.2245,0.231
"464",0.2145,0.2075,0.2185,0.3595
"465",0.3175,0.21,0.1835,0.289
"466",0.252,0.238,0.189,0.321
"467",0.219,0.2095,0.2805,0.291
"468",0.1955,0.2185,0.2845,0.3015
"469",0.344,0.235,0.168,0.253
"470",0.2895,0.2095,0.2045,0.2965
"471",0.2095,0.3555,0.2055,0.2295
"472",0.2425,0.376,0.1535,0.228
"473",0.1925,0.2585,0.189,0.36
"474",0.182,0.349,0.2105,0.2585
"475",0.1775,0.2145,0.347,0.261
"476",0.2505,0.3185,0.1675,0.2635
"477",0.2445,0.216,0.2185,0.321
"478",0.2815,0.1975,0.2025,0.3185
"479",0.309,0.2475,0.162,0.2815
"480",0.2635,0.19,0.219,0.3275
"481",0.233,0.243,0.214,0.31
"482",0.354,0.215,0.1905,0.2405
"483",0.171,0.22,0.2285,0.3805
"484",0.1425,0.234,0.4,0.2235
"485",0.175,0.2465,0.252,0.3265
"486",0.207,0.2615,0.2185,0.313
"487",0.1755,0.221,0.3575,0.246
"488",0.149,0.281,0.2725,0.2975
"489",0.1945,0.2275,0.2555,0.3225
"490",0.1775,0.218,0.2165,0.388
"491",0.3255,0.1875,0.251,0.236
"492",0.2175,0.196,0.294,0.2925
"493",0.296,0.246,0.1745,0.2835
"494",0.2035,0.197,0.2205,0.379
"495",0.2495,0.228,0.301,0.2215
"496",0.1425,0.422,0.2615,0.174
"497",0.188,0.3565,0.271,0.1845
"498",0.233,0.342,0.184,0.241
"499",0.1825,0.4295,0.171,0.217
"500",0.488,0.1785,0.1555,0.178
"501",0.1915,0.3185,0.246,0.244
"502",0.376,0.213,0.1815,0.2295
"503",0.354,0.335,0.156,0.155
"504",0.4495,0.2075,0.1425,0.2005
"505",0.2595,0.2195,0.3385,0.1825
"506",0.3255,0.2005,0.2785,0.1955
"507",0.3225,0.3195,0.1555,0.2025
"508",0.163,0.331,0.314,0.192
"509",0.2325,0.297,0.299,0.1715
"510",0.3405,0.188,0.273,0.1985
"511",0.2945,0.359,0.1565,0.19
"512",0.293,0.3935,0.136,0.1775
"513",0.1955,0.349,0.2575,0.198
"514",0.358,0.2815,0.113,0.2475
"515",0.2155,0.2795,0.3225,0.1825
"516",0.19,0.309,0.191,0.31
"517",0.1665,0.2645,0.2125,0.3565
"518",0.309,0.1475,0.2345,0.309
"519",0.239,0.1945,0.2345,0.332
"520",0.235,0.3215,0.1425,0.301
"521",0.353,0.2075,0.1335,0.306
"522",0.184,0.204,0.294,0.318
"523",0.1785,0.359,0.1405,0.322
"524",0.1605,0.425,0.1825,0.232
"525",0.1875,0.2425,0.222,0.348
"526",0.226,0.2035,0.222,0.3485
"527",0.329,0.2445,0.1595,0.267
"528",0.149,0.3595,0.155,0.3365
"529",0.16,0.311,0.1485,0.3805
"530",0.1665,0.2955,0.2255,0.3125
"531",0.1685,0.438,0.134,0.2595
"532",0.194,0.2435,0.359,0.2035
"533",0.363,0.172,0.247,0.218
"534",0.175,0.2205,0.338,0.2665
"535",0.168,0.2255,0.219,0.3875
"536",0.2605,0.22,0.176,0.3435
"537",0.2285,0.2545,0.18,0.337
"538",0.17,0.2175,0.1945,0.418
"539",0.154,0.461,0.1815,0.2035
"540",0.178,0.2065,0.2465,0.369
"541",0.169,0.317,0.1905,0.3235
"542",0.2145,0.1685,0.4185,0.1985
"543",0.2495,0.198,0.1915,0.361
"544",0.247,0.2055,0.2045,0.343
"545",0.2615,0.409,0.1465,0.183
"546",0.1525,0.2375,0.322,0.288
"547",0.175,0.1695,0.3145,0.341
"548",0.19,0.438,0.1655,0.2065
"549",0.404,0.2215,0.148,0.2265
"550",0.172,0.2465,0.2115,0.37
"551",0.14,0.4105,0.217,0.2325
"552",0.229,0.346,0.184,0.241
"553",0.1505,0.216,0.3415,0.292
"554",0.156,0.203,0.3185,0.3225
"555",0.2155,0.261,0.1835,0.34
"556",0.1765,0.264,0.2565,0.303
"557",0.1825,0.23,0.2165,0.371
"558",0.2025,0.176,0.331,0.2905
"559",0.1515,0.315,0.266,0.2675
"560",0.255,0.2575,0.264,0.2235
"561",0.333,0.282,0.1665,0.2185
"562",0.2025,0.365,0.165,0.2675
"563",0.191,0.322,0.171,0.316
"564",0.1465,0.3435,0.302,0.208
"565",0.3435,0.1945,0.179,0.283
"566",0.209,0.2895,0.187,0.3145
"567",0.1665,0.239,0.342,0.2525
"568",0.208,0.212,0.3205,0.2595
"569",0.302,0.184,0.206,0.308
"570",0.2155,0.224,0.205,0.3555
"571",0.1545,0.2825,0.3185,0.2445
"572",0.142,0.174,0.349,0.335
"573",0.232,0.2195,0.17,0.3785
"574",0.199,0.234,0.2995,0.2675
"575",0.1985,0.198,0.187,0.4165
"576",0.19,0.25,0.19,0.37
"577",0.2075,0.183,0.227,0.3825
"578",0.2705,0.1805,0.1915,0.3575
"579",0.1535,0.2085,0.3705,0.2675
"580",0.1675,0.183,0.1855,0.464
"581",0.2535,0.1815,0.203,0.362
"582",0.2095,0.214,0.2645,0.312
"583",0.327,0.2035,0.1675,0.302
"584",0.16,0.3695,0.186,0.2845
"585",0.1905,0.238,0.1755,0.396
"586",0.18,0.248,0.1905,0.3815
"587",0.335,0.2175,0.1655,0.282
"588",0.1935,0.1785,0.2385,0.3895
"589",0.3045,0.19,0.218,0.2875
"590",0.2955,0.1945,0.1295,0.3805
"591",0.189,0.166,0.243,0.402
"592",0.164,0.293,0.147,0.396
"593",0.132,0.1875,0.32,0.3605
"594",0.252,0.161,0.2255,0.3615
"595",0.1745,0.184,0.2925,0.349
"596",0.158,0.2345,0.3025,0.305
"597",0.1815,0.179,0.1815,0.458
"598",0.1585,0.2325,0.296,0.313
"599",0.158,0.1895,0.305,0.3475
"600",0.231,0.1955,0.186,0.3875
"601",0.2735,0.291,0.1615,0.274
"602",0.17,0.18,0.2845,0.3655
"603",0.2235,0.1765,0.299,0.301
"604",0.145,0.172,0.3535,0.3295
"605",0.154,0.1995,0.2775,0.369
"606",0.1255,0.189,0.355,0.3305
"607",0.18,0.2395,0.168,0.4125
"608",0.1595,0.201,0.186,0.4535
"609",0.2025,0.1685,0.349,0.28
"610",0.1145,0.35,0.152,0.3835
"611",0.135,0.151,0.3205,0.3935
"612",0.12,0.5025,0.11,0.2675
"613",0.1685,0.239,0.1535,0.439
"614",0.4275,0.1265,0.165,0.281
"615",0.1665,0.2635,0.144,0.426
"616",0.1485,0.184,0.2675,0.4
"617",0.1455,0.1895,0.317,0.348
"618",0.2365,0.2905,0.1475,0.3255
"619",0.1565,0.189,0.2075,0.447
"620",0.162,0.166,0.259,0.413
"621",0.262,0.1395,0.1635,0.435
"622",0.319,0.1595,0.1395,0.382
"623",0.1205,0.2615,0.245,0.373
"624",0.242,0.2785,0.127,0.3525
"625",0.177,0.178,0.173,0.472
"626",0.1515,0.326,0.1315,0.391
"627",0.207,0.152,0.316,0.325
"628",0.146,0.1955,0.273,0.3855
"629",0.1995,0.2845,0.161,0.355
"630",0.28,0.181,0.15,0.389
"631",0.2535,0.2635,0.1915,0.2915
"632",0.172,0.1835,0.3175,0.327
"633",0.395,0.1485,0.157,0.2995
"634",0.185,0.175,0.2315,0.4085
"635",0.2295,0.2095,0.1745,0.3865
"636",0.249,0.2115,0.1745,0.365
"637",0.1475,0.326,0.299,0.2275
"638",0.184,0.1865,0.188,0.4415
"639",0.3585,0.1475,0.1835,0.3105
"640",0.324,0.1805,0.1575,0.338
"641",0.2245,0.171,0.3365,0.268
"642",0.1985,0.1735,0.2945,0.3335
"643",0.1595,0.2775,0.262,0.301
"644",0.189,0.2175,0.3175,0.276
"645",0.2855,0.1705,0.15,0.394
"646",0.272,0.3635,0.1135,0.251
"647",0.235,0.152,0.284,0.329
"648",0.2415,0.177,0.3205,0.261
"649",0.1575,0.34,0.22,0.2825
"650",0.3285,0.237,0.1345,0.3
"651",0.278,0.288,0.1815,0.2525
"652",0.243,0.1935,0.1445,0.419
"653",0.318,0.179,0.1415,0.3615
"654",0.151,0.284,0.223,0.342
"655",0.203,0.2325,0.3515,0.213
"656",0.1605,0.3035,0.1245,0.4115
"657",0.2405,0.309,0.205,0.2455
"658",0.2085,0.2825,0.144,0.365
"659",0.214,0.229,0.2585,0.2985
"660",0.228,0.195,0.2445,0.3325
"661",0.194,0.2005,0.307,0.2985
"662",0.2285,0.3175,0.1775,0.2765
"663",0.132,0.229,0.2675,0.3715
"664",0.146,0.2685,0.236,0.3495
