,Ch1,Ch2,Ch3,Ch4,,,,
157,0.102512647,0.06263529,0.397964186,0.436887876,,,,
158,0.120735846,0.346077856,0.324735775,0.208450523,,,,
159,0.023914813,0.646414214,0.07517943,0.254491543,,,,
160,0.182816473,0.248659473,0.121374949,0.447149105,,,,
161,0.06454179,0.051060924,0.595834797,0.288562489,,,,
162,0.22674881,0.495469062,0.061909474,0.215872653,,,,
163,0.241398375,0.466820948,0.081305682,0.210474995,,,,
164,0.049396687,0.132161627,0.659294356,0.15914733,,,,
165,0.063222845,0.216266455,0.548970698,0.171540003,,,,
166,0.07086906,0.370299159,0.246024225,0.312807556,,,,
167,0.192186344,0.176998163,0.164777632,0.466037861,,,,
168,0.060630553,0.246891069,0.437358601,0.255119777,,,,
169,0.316711746,0.452067843,0.053840936,0.177379475,,,,
170,0.074415988,0.402533037,0.269402999,0.253647976,,,,
171,0.418399022,0.095656331,0.334275488,0.151669159,,,,
172,0.2784778,0.359234511,0.157216627,0.205071062,,,,
173,0.218904638,0.10365352,0.517216924,0.160224918,,,,
174,0.1119542,0.249999663,0.329422141,0.308623996,,,,
175,0.338641705,0.066672805,0.280751372,0.313934118,,,,
176,0.091032539,0.405086147,0.158495695,0.345385619,,,,
177,0.138662422,0.184735704,0.524361173,0.152240701,,,,
178,0.083750633,0.299271037,0.302244003,0.314734327,,,,
179,0.060189032,0.075612683,0.590184334,0.274013952,,,,
180,0.13541907,0.459290601,0.145783169,0.25950716,,,,
181,0.369882433,0.37271434,0.171935412,0.085467816,,,,
182,0.265589205,0.232697672,0.284468664,0.21724446,,,,
183,0.163446811,0.586579652,0.051058506,0.19891503,,,,
184,0.472776776,0.29978008,0.100986717,0.126456427,,,,
185,0.192707032,0.48951224,0.066807461,0.250973268,,,,
186,0.059798366,0.430554871,0.345371232,0.164275531,,,,
187,0.197975187,0.498250871,0.080453286,0.223320656,,,,
188,0.230109225,0.259711298,0.134010739,0.376168739,,,,
189,0.204946746,0.541445288,0.141947976,0.11165999,,,,
190,0.362455908,0.148738375,0.307958181,0.180847536,,,,
191,0.189910486,0.482985327,0.069877142,0.257227045,,,,
192,0.123788466,0.10277222,0.15481544,0.618623874,,,,
193,0.274045891,0.067076632,0.517850627,0.141026851,,,,
194,0.051472546,0.242124878,0.171178724,0.535223852,,,,
195,0.198055385,0.113597536,0.524577731,0.163769347,,,,
196,0.170073087,0.166528358,0.145299943,0.518098612,,,,
197,0.275637757,0.325672972,0.149905079,0.248784192,,,,
198,0.122607076,0.146669389,0.522316084,0.20840745,,,,
199,0.320734294,0.087431608,0.131547397,0.460286702,,,,
200,0.038502739,0.526915293,0.117756454,0.316825514,,,,
201,0.620794023,0.1084047,0.04391611,0.226885167,,,,
202,0.047830206,0.281202492,0.190568182,0.48039912,,,,
203,0.457289192,0.050123486,0.214538108,0.278049213,,,,
204,0.28920518,0.118514131,0.104810455,0.487470234,,,,
205,0.122856442,0.183555491,0.508235117,0.18535295,,,,
206,0.078138213,0.416225438,0.180447805,0.325188544,,,,
207,0.564938155,0.11220118,0.083608277,0.239252387,,,,
208,0.09188977,0.107395127,0.160517428,0.640197675,,,,
209,0.356796546,0.382728796,0.084743934,0.175730724,,,,
210,0.380422281,0.301750566,0.135635687,0.182191466,,,,
211,0.652424431,0.113338433,0.146597147,0.087639988,,,,
212,0.396004921,0.335130294,0.191694071,0.077170715,,,,
213,0.129444309,0.573773008,0.22416666,0.072616023,,,,
214,0.128802676,0.131823466,0.580156874,0.159216984,,,,
215,0.095360525,0.449795546,0.30771314,0.147130789,,,,
216,0.155437921,0.094694105,0.706264014,0.043603959,,,,
217,0.339476055,0.185048021,0.397010915,0.078465009,,,,
218,0.024802453,0.399276488,0.525081933,0.050839126,,,,
219,0.145476307,0.347101812,0.415852054,0.091569827,,,,
220,0.37222618,0.085714976,0.434169923,0.107888921,,,,
221,0.515273035,0.138276985,0.249116728,0.097333253,,,,
222,0.379937764,0.217976505,0.305267148,0.096818582,,,,
223,0.157837258,0.639600656,0.056363309,0.146198777,,,,
224,0.124768328,0.107268082,0.703471212,0.064492378,,,,
225,0.34677569,0.059382701,0.510440631,0.083400977,,,,
226,0.403069961,0.19013026,0.15623568,0.250564099,,,,
227,0.055735264,0.406357958,0.447489569,0.09041721,,,,
228,0.1528722,0.592441408,0.196124607,0.058561785,,,,
229,0.066215466,0.060626624,0.653639395,0.219518515,,,,
230,0.163783463,0.111486563,0.200714056,0.524015918,,,,
231,0.032315247,0.178248619,0.566779369,0.222656764,,,,
232,0.12958817,0.313592409,0.131044136,0.425775284,,,,
233,0.187348263,0.240509319,0.121345564,0.450796855,,,,
234,0.14603367,0.170608897,0.207873905,0.475483528,,,,
235,0.293381111,0.363567551,0.064135875,0.278915463,,,,
236,0.047228131,0.345913602,0.255615905,0.351242363,,,,
237,0.046896556,0.170287015,0.510328098,0.272488331,,,,
238,0.078609693,0.067598388,0.524643352,0.329148567,,,,
239,0.064189186,0.105044469,0.529205463,0.301560882,,,,
240,0.223502578,0.050393733,0.516324564,0.209779126,,,,
241,0.102405661,0.482597086,0.116965797,0.298031456,,,,
242,0.039099135,0.522338762,0.141106071,0.297456032,,,,
243,0.026953909,0.28827046,0.553362514,0.131413116,,,,
244,0.177947843,0.404362187,0.285060887,0.132629083,,,,
245,0.189316771,0.134217747,0.505977527,0.170487956,,,,
246,0.069466096,0.206673187,0.472983054,0.250877663,,,,
247,0.283491903,0.09637069,0.249108609,0.371028798,,,,
248,0.37992011,0.241918525,0.378161344,2.15E-08,,,,
249,0.235691642,0.551058551,0.213249801,6.87E-09,,,,
250,0.268775153,0.544877789,0.186347054,4.70E-09,,,,
251,0.13397991,0.386208677,0.479811398,1.46E-08,,,,
252,0.216243349,0.068887741,0.714868907,3.89E-09,,,,
253,0.249944871,0.261718194,0.488336914,2.04E-08,,,,
254,0.137228897,0.429667445,0.43310365,8.09E-09,,,,
255,0.1629977,0.339031525,0.497970772,3.24E-09,,,,
256,0.220398271,0.447894471,0.331707255,2.90E-09,,,,
257,0.253048542,0.052294599,0.694656855,3.02E-09,,,,
258,0.655150398,0.085646207,0.259203386,9.15E-09,,,,
259,0.099523856,0.467436939,0.433039188,1.69E-08,,,,
260,0.027335515,0.557505993,0.415158488,4.36E-09,,,,
261,0.286340436,0.188043282,0.525616264,1.78E-08,,,,
262,0.351460257,0.198626151,0.449913572,1.95E-08,,,,
263,0.068562446,0.065078781,0.86635877,3.78E-09,,,,
264,0.451505593,0.369872701,0.178621689,1.65E-08,,,,
265,0.24357703,0.630149749,0.126273211,1.02E-08,,,,
266,0.297131505,0.371590431,0.331278048,1.56E-08,,,,
267,0.070381892,0.174437037,0.133871717,0.621309354,,,,
268,0.273201927,0.076710037,0.028619293,0.621468742,,,,
269,0.192890168,0.305100478,0.038569138,0.463440216,,,,
270,0.251340622,0.335270196,0.021053739,0.392335443,,,,
271,0.164959941,0.341173232,0.017109275,0.476757552,,,,
272,0.055419075,0.408593309,0.015891584,0.520096032,,,,
273,0.044117782,0.040065414,0.267251347,0.648565457,,,,
274,0.143259218,0.448898971,0.031701271,0.37614054,,,,
275,0.154554439,0.224214615,0.245589856,0.37564109,,,,
276,0.051600289,0.265598934,0.063959725,0.618841052,,,,
277,0.07116245,0.423611171,0.072341702,0.432884676,,,,
278,0.214152235,0.060647801,0.076040164,0.649159799,,,,
279,0.312406047,0.163528105,0.05918594,0.464879908,,,,
280,0.030205717,0.528808672,0.022401103,0.418584508,,,,
281,0.053107347,0.072284928,0.258575827,0.616031898,,,,
282,0.051187923,0.046564543,0.365125412,0.537122121,,,,
283,0.128735689,0.074325425,0.309828207,0.487110679,,,,
284,0.020082555,0.347094861,0.121420024,0.51140256,,,,
285,0.100801902,0.347713789,0.028428779,0.52305553,,,,
286,0.33727311,0.142918875,0.163660616,0.356147399,,,,
287,0.125222827,0.061342184,0.207565984,0.605869005,,,,
288,0.053300707,0.276712411,0.307046669,0.362940213,,,,
289,0.155773106,0.400843,0.108184663,0.335199232,,,,
290,0.305419049,0.270590318,0.19877663,0.225214003,,,,
291,0.034662267,0.275481148,0.429039063,0.260817522,,,,
292,0.085732213,0.205543844,0.128255528,0.580468415,,,,
293,0.325276353,0.132572909,0.188902451,0.353248287,,,,
294,0.032694349,0.180082463,0.296680805,0.490542383,,,,
295,0.411988687,0.180076005,0.179984763,0.227950545,,,,
296,0.128467111,0.147888026,0.457318633,0.26632623,,,,
297,0.058768291,0.358769,0.302509739,0.27995297,,,,
298,0.13082846,0.490488818,0.160183744,0.218498978,,,,
299,0.102700711,0.507489267,0.078850637,0.310959385,,,,
300,0.222477739,0.070751699,0.066587368,0.640183194,,,,
301,0.086687206,0.11168024,0.396421688,0.405210866,,,,
302,0.352958331,0.313170178,0.19599245,0.137879041,,,,
303,0.065311955,0.057954333,0.393595209,0.483138503,,,,
304,0.23819927,0.052348886,0.413385427,0.296066417,,,,
305,0.301902412,0.275835405,0.159417961,0.262844222,,,,
306,0.249714297,0.057827222,0.052558361,0.639900119,,,,
307,0.096458595,0.287785829,0.179959694,0.435795882,,,,
308,0.088273694,0.336221352,0.182583668,0.392921286,,,,
309,0.100488085,0.070552194,0.438345572,0.390614149,,,,
310,0.257760451,0.187672649,0.078579051,0.475987849,,,,
311,0.160296551,0.333663775,0.049455579,0.456584095,,,,
312,0.206261178,0.285311493,0.042990745,0.465436584,,,,
313,0.374972203,0.101844051,0.181903098,0.341280648,,,,
314,0.184680995,0.477659898,0.030021739,0.307637368,,,,
315,0.131352627,0.060486789,0.181146964,0.627013621,,,,
316,0.200846832,0.3186759,0.021615537,0.458861732,,,,
317,0.061562485,0.084585786,0.110666924,0.743184806,,,,
318,0.025181222,0.29322059,0.26672498,0.414873208,,,,
319,0.034222471,0.284333592,0.174491137,0.5069528,,,,
320,0.109578095,0.060356832,0.157310217,0.672754855,,,,
321,0.469099697,0.042285839,0.088938733,0.399675732,,,,
322,0.126965845,0.104498768,0.038495008,0.730040379,,,,
323,0.03531528,0.311578755,0.116875358,0.536230606,,,,
324,0.134318584,0.341590547,0.291649304,0.232441565,,,,
325,0.083699659,0.086756882,0.389537349,0.440006109,,,,
326,0.641232172,0.103609485,0.05855412,0.196604223,,,,
327,0.4725082,0.324902593,0.052255806,0.150333401,,,,
328,0.061478956,0.517532938,0.280301309,0.140686796,,,,
329,0.433377816,0.057129296,0.420250992,0.089241896,,,,
330,0.228450357,0.215834345,0.336049303,0.219665995,,,,
331,0.424577111,0.064792557,0.292737207,0.217893124,,,,
332,0.053508356,0.547734704,0.137573583,0.261183356,,,,
333,0.040592256,0.770604066,0.038721391,0.150082286,,,,
334,0.062767223,0.05639561,0.680936947,0.199900219,,,,
335,0.370288187,0.06299407,0.142575519,0.424142224,,,,
336,0.14039342,0.507945352,0.150726961,0.200934267,,,,
337,0.227575295,0.341046264,0.136393796,0.294984645,,,,
338,0.336427115,0.208064781,0.21531677,0.240191333,,,,
339,0.346096776,0.098428936,0.22405811,0.331416178,,,,
340,0.207365336,0.081083364,0.457090484,0.254460815,,,,
341,0.109165996,0.201980772,0.532941363,0.15591187,,,,
342,0.186264019,0.363725069,0.205110823,0.244900089,,,,
343,0.496317065,0.073637333,0.133612852,0.29643275,,,,
344,0.476674049,0.214905914,0.121478588,0.186941449,,,,
345,0.119578705,0.547634352,0.183776907,0.149010035,,,,
346,0.058485874,0.159421045,0.464544568,0.317548512,,,,
347,0.059913586,0.298216335,0.426076485,0.215793593,,,,
348,0.06174566,0.321482088,0.257330872,0.35944138,,,,
349,0.606973666,0.045674023,0.181416464,0.165935848,,,,
350,0.542245084,0.141608922,0.088990952,0.227155043,,,,
351,0.224717774,0.253373297,0.132062103,0.389846826,,,,
352,0.049682746,0.529596374,0.123429714,0.297291166,,,,
353,0.172588715,0.075951608,0.177857396,0.573602281,,,,
354,0.229578206,0.16027037,0.475529682,0.134621742,,,,
355,0.119156454,0.636557141,0.071776015,0.17251039,,,,
356,0.465419291,0.111247555,0.042398862,0.380934292,,,,
357,0.532957275,0.092516818,0.12503391,0.249491996,,,,
358,0.113307083,0.036810954,0.654823373,0.19505859,,,,
359,0.147025261,0.053725992,0.442004006,0.357244741,,,,
360,0.057712102,0.101986183,0.60498269,0.235319025,,,,
361,0.351626747,0.330689873,0.127519968,0.190163412,,,,
362,0.413229148,0.238285397,0.064049153,0.284436302,,,,
363,0.244769908,0.066678558,0.115771761,0.572779773,,,,
364,0.08871207,0.093580812,0.472689113,0.345018004,,,,
365,0.420109588,0.189900961,0.068225018,0.321764433,,,,
366,0.122540031,0.06811797,0.294437281,0.514904718,,,,
367,0.175574122,0.10635405,0.09680398,0.621267848,,,,
368,0.187083763,0.053851015,0.175780067,0.583285155,,,,
369,0.530261781,0.020625467,0.274932606,0.174180145,,,,
370,0.087124642,0.2485139,0.083908671,0.580452787,,,,
371,0.121374241,0.176921768,0.064100801,0.63760319,,,,
372,0.115699571,0.271498858,0.329967821,0.282833749,,,,
373,0.340642781,0.075033893,0.234377839,0.349945488,,,,
374,0.445250657,0.045826155,0.327286163,0.181637025,,,,
375,0.121611357,0.090024637,0.278042319,0.510321687,,,,
376,0.359920478,0.043674849,0.321059936,0.275344737,,,,
377,0.059257944,0.048893783,0.452600325,0.439247948,,,,
378,0.115896447,0.081350735,0.301149426,0.501603392,,,,
379,0.09495475,0.076904538,0.449545483,0.378595229,,,,
380,0.301292029,0.031271566,0.093600306,0.573836099,,,,
381,0.460727357,0.029007772,0.384474461,0.12579041,,,,
382,0.165829909,0.620561618,0.071836186,0.141772287,,,,
383,0.252122689,0.081909652,0.332020229,0.33394743,,,,
384,0.347455151,0.417826743,0.020551728,0.214166378,,,,
385,0.075082471,0.103439543,0.626338692,0.195139293,,,,
386,0.269120057,0.307080414,0.160242359,0.263557171,,,,
387,0.182429647,0.241702395,0.371499037,0.204368921,,,,
388,0.436597148,0.255402004,0.036693018,0.27130783,,,,
389,0.342584453,0.381008513,0.116307258,0.160099776,,,,
390,0.480126394,0.068863733,0.133694237,0.317315636,,,,
391,0.28437189,0.280917932,0.297306649,0.137403528,,,,
392,0.349334189,0.038674152,0.473670766,0.138320893,,,,
393,0.088675849,0.148999658,0.500088533,0.26223596,,,,
394,0.437526148,0.073106511,0.27934226,0.210025082,,,,
395,0.126623842,0.149017716,0.308636593,0.415721849,,,,
396,0.128249827,0.353088215,0.109654604,0.409007354,,,,
397,0.66454294,0.180476846,0.051398074,0.10358214,,,,
398,0.448143301,0.05609327,0.264063857,0.231699572,,,,
399,0.463944604,0.137579244,0.070701988,0.327774164,,,,
400,0.673891036,0.172060021,0.105179441,0.048869503,,,,
401,0.240966576,0.174653291,0.474012786,0.110367347,,,,
402,0.322440327,0.382400886,0.26485613,0.030302657,,,,
403,0.452925051,0.218420596,0.286439133,0.042215219,,,,
404,0.06539394,0.039453011,0.843371087,0.051781962,,,,
405,0.705338002,0.111417742,0.112535248,0.070709008,,,,
406,0.103497238,0.071331338,0.737547201,0.087624223,,,,
407,0.586541475,0.09073325,0.182517734,0.140207541,,,,
408,0.126549504,0.287534338,0.50464639,0.081269768,,,,
409,0.172314239,0.696132053,0.087482395,0.044071313,,,,
410,0.683427887,0.169996261,0.063940349,0.082635503,,,,
411,0.264811687,0.337196472,0.377044561,0.02094728,,,,
412,0.606105026,0.038529974,0.309165702,0.046199298,,,,
413,0.547526845,0.370790441,0.046106587,0.035576127,,,,
414,0.559217264,0.126291835,0.231630978,0.082859923,,,,
415,0.212469967,0.050612072,0.704866882,0.03205108,,,,
416,0.442955062,0.045722516,0.472563931,0.038758491,,,,
417,0.073724299,0.566454974,0.290940343,0.068880384,,,,
418,0.491900997,0.256230764,0.117219826,0.134648413,,,,
419,0.213029092,0.278254257,0.414128556,0.094588095,,,,
420,0.25254265,0.277764898,0.066794365,0.402898086,,,,
421,0.171411164,0.219153011,0.098437728,0.510998097,,,,
422,0.156598818,0.41292002,0.066774433,0.363706729,,,,
423,0.186273933,0.526173629,0.062758324,0.224794115,,,,
424,0.041937269,0.09403807,0.608828682,0.255195979,,,,
425,0.121325894,0.349746794,0.400296799,0.128630513,,,,
426,0.56698272,0.198161248,0.0878834,0.146972633,,,,
427,0.699934762,0.087437883,0.063131024,0.149496332,,,,
428,0.128242114,0.212613634,0.074596554,0.584547698,,,,
429,0.246377849,0.442634244,0.057164942,0.253822965,,,,
430,0.095535065,0.288323236,0.360104583,0.256037116,,,,
431,0.170252246,0.352179178,0.125040868,0.352527709,,,,
432,0.557726052,0.054592511,0.240148325,0.147533113,,,,
433,0.188580904,0.210231515,0.318261305,0.282926276,,,,
434,0.433264937,0.258406313,0.110437976,0.197890774,,,,
435,0.346372352,0.338563903,0.07668623,0.238377515,,,,
436,0.386943052,0.082989061,0.189204415,0.340863472,,,,
437,0.132025909,0.694741988,0.032085924,0.141146179,,,,
438,0.270184137,0.456937447,0.098024439,0.174853977,,,,
439,0.247754138,0.347285361,0.128321212,0.276639289,,,,
440,0.19101292,0.078146956,0.109909954,0.620930171,,,,
441,0.071403495,0.245334895,0.207068428,0.476193182,,,,
442,0.289468711,0.410085625,0.055893553,0.244552111,,,,
443,0.350311478,0.097100142,0.054732017,0.497856363,,,,
444,0.086986621,0.455852566,0.165881316,0.291279497,,,,
445,0.332681611,0.057039511,0.312264549,0.298014329,,,,
446,0.114962526,0.393464142,0.297704278,0.193869054,,,,
447,0.422092596,0.11000861,0.231598919,0.236299876,,,,
448,0.091631174,0.141712119,0.452418048,0.314238659,,,,
449,0.416278083,0.25538401,0.062632998,0.265704909,,,,
450,0.20577772,0.297957154,0.098281811,0.397983316,,,,
451,0.547950352,0.138554682,0.048870052,0.264624914,,,,
452,0.204611854,0.148187392,0.105148254,0.5420525,,,,
453,0.484623727,0.091078251,0.160640324,0.263657698,,,,
454,0.09934163,0.069768888,0.243402458,0.587487024,,,,
455,0.054194529,0.219096762,0.096870363,0.629838346,,,,
456,0.27437456,0.130917533,0.24377282,0.350935088,,,,
457,0.670531605,0.04474785,0.076590287,0.208130259,,,,
458,0.420596251,0.191442747,0.128818797,0.259142205,,,,
459,0.646721667,0.092981796,0.157551246,0.102745291,,,,
460,0.18870351,0.535711239,0.124586652,0.150998599,,,,
461,0.133872346,0.557818027,0.195151486,0.113158142,,,,
462,0.431143651,0.262021728,0.105155117,0.201679504,,,,
463,0.124369039,0.432938114,0.281888827,0.16080402,,,,
464,0.313233403,0.112043975,0.155932668,0.418789953,,,,
