No,Ch1,Ch2,Ch3,Ch4
9552,0.122554286,0.056455642,0.145343832,0.67564624
9553,0.28166844,0.176384636,0.026658545,0.515288379
9554,0.255528146,0.075864665,0.037013991,0.631593198
9555,0.14730963,0.324609739,0.1088553,0.41922533
9556,0.099586035,0.057723526,0.078020752,0.764669686
9557,0.372273643,0.09313059,0.043792721,0.490803047
9558,0.181699599,0.432099705,0.274718455,0.11148224
9559,0.336783625,0.241318975,0.256611045,0.165286355
9560,0.596265343,0.026537163,0.315815923,0.061381571
9561,0.162644719,0.458684708,0.105985601,0.272684971
9562,0.143569759,0.626730118,0.111023746,0.118676376
9563,0.225742867,0.131050614,0.385714641,0.257491879
9564,0.064367158,0.062473374,0.787245104,0.085914364
9565,0.408690281,0.190025746,0.342711749,0.058572225
9566,0.260758111,0.423250633,0.273029862,0.042961395
9567,0.282278289,0.273848747,0.352199077,0.091673886
9568,0.307985669,0.205976645,0.434591807,0.05144588
9569,0.120215309,0.180800599,0.170066499,0.528917592
9570,0.247615014,0.627676838,0.021516391,0.103191757
9571,0.081347358,0.271258917,0.54231772,0.105076005
9572,0.072253624,0.151175257,0.675731522,0.100839597
9573,0.361681144,0.075482383,0.427433392,0.135403081
9574,0.03025667,0.632512863,0.224683502,0.112546965
9575,0.168905111,0.390997042,0.13206942,0.308028427
9576,0.081203549,0.606594321,0.175576647,0.136625483
9577,0.078040079,0.311293214,0.276591072,0.334075635
9578,0.108959132,0.386303978,0.22077964,0.28395725
9579,0.029493803,0.52024857,0.280254963,0.170002664
9580,0.067831808,0.078470366,0.406714783,0.446983043
9581,0.174290199,0.054390513,0.576723118,0.19459617
9582,0.618447009,0.047787137,0.027599264,0.30616659
9583,0.149729674,0.121953606,0.103181909,0.625134811
9584,0.075184993,0.410131788,0.272713156,0.241970062
9585,0.585995524,0.032867291,0.040752347,0.340384838
9586,0.168355811,0.135252049,0.103439711,0.592952428
9587,0.130422227,0.045643536,0.58286192,0.241072317
9588,0.48461665,0.064691366,0.108003295,0.342688689
9589,0.543863801,0.158919148,0.071170602,0.226046449
9590,0.405743357,0.080858032,0.343357118,0.170041493
9591,0.124274806,0.289350705,0.070554449,0.515820039
9592,0.174548709,0.080777371,0.464418127,0.280255794
9593,0.227497074,0.488465304,0.127607988,0.156429634
9594,0.041957731,0.442776276,0.290416035,0.224849959
9595,0.235724124,0.157127782,0.439494484,0.16765361
9596,0.187161442,0.227987623,0.429576654,0.155274282
9597,0.41747829,0.38196392,0.044919681,0.155638109
9598,0.375815521,0.47095512,0.092732724,0.060496634
9599,0.201434367,0.33445255,0.127637418,0.336475666
9600,0.357586465,0.438193303,0.101399005,0.102821227
9601,0.355625986,0.131996272,0.253353024,0.259024718
9602,0.280881572,0.255259071,0.319501945,0.144357411
9603,0.151318094,0.39964464,0.05708067,0.391956596
9604,0.181836036,0.286652514,0.153095506,0.378415945
9605,0.121367455,0.713301455,0.038753893,0.126577196
9606,0.400689814,0.342647108,0.088365517,0.168297562
9607,0.237792584,0.506207333,0.119154947,0.136845136
9608,0.059571079,0.660938964,0.105691719,0.173798238
9609,0.468265982,0.11937569,0.178039963,0.234318366
9610,0.632148822,0.127221659,0.093301796,0.147327724
9611,0.234455157,0.158398334,0.386242476,0.220904033
9612,0.64163263,0.095685569,0.036484394,0.226197408
9613,0.372515559,0.113076557,0.365300924,0.14910696
9614,0.486118378,0.066564452,0.148478169,0.298839001
9615,0.048080242,0.726199265,0.0350633,0.190657193
9616,0.506537689,0.043413371,0.171746488,0.278302452
9617,0.217186131,0.181716434,0.152975071,0.448122365
9618,0.116304068,0.27518391,0.402707196,0.205804826
9619,0.127900087,0.120208703,0.096641428,0.655249782
9620,0.159613047,0.347546701,0.068559436,0.424280816
9621,0.528995299,0.130141827,0.106655639,0.234207235
9622,0.198090077,0.121186545,0.131422239,0.549301139
9623,0.022927107,0.514610187,0.229805944,0.232656762
9624,0.415239479,0.036957915,0.21616874,0.331633866
9625,0.287783175,0.285831623,0.057813682,0.36857152
9626,0.461384648,0.192292859,0.116385059,0.229937434
9627,0.12253651,0.600264868,0.090709006,0.186489616
9628,0.435186737,0.053617322,0.12942957,0.381766371
9629,0.331906333,0.099034308,0.289428658,0.279630702
9630,0.201612011,0.400612894,0.223243796,0.174531299
9631,0.131631745,0.430617712,0.143788453,0.29396209
9632,0.074824498,0.105833582,0.588495838,0.230846082
9633,0.227818618,0.214634382,0.29005565,0.26749135
9634,0.154179875,0.478186763,0.130613347,0.237020015
9635,0.146224784,0.091409045,0.295500573,0.466865599
9636,0.08094328,0.555711163,0.07632242,0.287023138
9637,0.057213756,0.231113449,0.435963973,0.275708822
9638,0.342597141,0.16567932,0.292223691,0.199499848
9639,0.509009064,0.083266491,0.269207471,0.138516974
9640,0.341585461,0.250908212,0.301163378,0.106342949
9641,0.192926665,0.055691064,0.527723003,0.223659268
9642,0.248044896,0.453591523,0.060297475,0.238066105
9643,0.092436301,0.166709025,0.189859576,0.550995098
9644,0.331208434,0.140303888,0.126724248,0.401763429
9645,0.248357816,0.140859402,0.207115645,0.403667137
9646,0.440805738,0.125587521,0.094652278,0.338954463
9647,0.176280725,0.091651643,0.541971433,0.190096199
9648,0.290741245,0.091771114,0.265634737,0.351852904
9649,0.050516297,0.622367967,0.113449143,0.213666593
9650,0.143551202,0.064906677,0.509816754,0.281725367
9651,0.161719269,0.057871843,0.458733493,0.321675395
9652,0.347788906,0.11863197,0.125811693,0.407767431
9653,0.386808235,0.117449287,0.180487301,0.315255177
9654,0.099530056,0.117222601,0.301747266,0.481500077
9655,0.185875583,0.057305997,0.266498024,0.490320396
9656,0.238066143,0.112487636,0.348423671,0.30102255
9657,0.083191635,0.052613186,0.316056121,0.548139058
9658,0.107627706,0.320077096,0.284497441,0.287797757
9659,0.020879178,0.575972795,0.064710114,0.338437914
9660,0.144188109,0.204552683,0.095368612,0.555890596
9661,0.056380953,0.046202616,0.509632743,0.387783688
9662,0.19918287,0.451552894,0.0539176,0.295346637
9663,0.212103135,0.426769691,0.071226974,0.2899002
9664,0.045923163,0.127075871,0.596597439,0.230403527
9665,0.057902966,0.205224775,0.49225585,0.244616409
9666,0.060027312,0.323903818,0.204654185,0.411414684
9667,0.15265991,0.146749108,0.13040221,0.570188771
9668,0.05310671,0.224328889,0.375687532,0.346876869
9669,0.283754877,0.420574713,0.048034256,0.247636154
9670,0.065141431,0.363329707,0.23079146,0.340737402
9671,0.383628625,0.092012707,0.304111987,0.220246681
9672,0.302758944,0.339490783,0.176366091,0.181384182
9673,0.224883644,0.093463312,0.547262113,0.134390931
9674,0.122232414,0.236206089,0.369638509,0.271922988
9675,0.359454553,0.062478471,0.306297997,0.271768979
9676,0.102876876,0.396436176,0.184675387,0.31601156
9677,0.14460108,0.16752793,0.560113513,0.127757477
9678,0.092572964,0.285929864,0.342304986,0.279192186
9679,0.063323025,0.069218445,0.634323268,0.233135262
9680,0.151356105,0.445608489,0.167923591,0.235111815
9681,0.393336788,0.342416547,0.189563466,0.074683198
9682,0.283009426,0.216195467,0.312520177,0.188274931
9683,0.184510044,0.574509693,0.059843026,0.181137236
9684,0.50085817,0.277312112,0.111457351,0.110372367
9685,0.216356038,0.477033809,0.077566206,0.229043947
9686,0.06507879,0.403830107,0.385612881,0.145478222
9687,0.220923159,0.483039061,0.092988726,0.203049054
9688,0.256376837,0.252291187,0.154023589,0.337308387
9689,0.224959165,0.513597704,0.161322849,0.100120282
9690,0.378931952,0.135059778,0.332225792,0.153782479
9691,0.187493491,0.475580986,0.071703529,0.265221994
9692,0.119558355,0.101025577,0.157115227,0.622300841
9693,0.267871181,0.06641949,0.521834277,0.143875052
9694,0.050350742,0.237420855,0.172579773,0.53964863
9695,0.192275472,0.111604481,0.528815837,0.16730421
9696,0.165044167,0.162911035,0.147399711,0.524645088
9697,0.270878936,0.322957145,0.153170654,0.252993265
9698,0.119219932,0.145036883,0.524156829,0.211586356
9699,0.311553729,0.086361385,0.133963115,0.468121771
9700,0.038210248,0.520198562,0.119961149,0.321630041
9701,0.610499621,0.108508977,0.045904495,0.235086908
9702,0.046683787,0.273780675,0.19283086,0.486704677
9703,0.446451416,0.049748512,0.218330096,0.285469976
9704,0.282710949,0.117951481,0.107433925,0.491903644
9705,0.119557179,0.17967735,0.51205671,0.188708761
9706,0.076634234,0.409395719,0.183383641,0.330586406
9707,0.555644747,0.112188491,0.085887246,0.246279517
9708,0.089400826,0.105410541,0.162469366,0.642719267
9709,0.350343296,0.38005757,0.08713703,0.182462105
9710,0.379660946,0.304173599,0.135776856,0.180388599
9711,0.650415766,0.11464019,0.146589141,0.088354904
9712,0.393511628,0.338412677,0.190442092,0.077633603
9713,0.12991572,0.575403608,0.222453088,0.072227584
9714,0.130174719,0.133878245,0.577446163,0.158500873
9715,0.095636884,0.453035734,0.30550795,0.145819433
9716,0.156451974,0.096701404,0.702689372,0.04415725
9717,0.339648969,0.18686396,0.394288434,0.079198637
9718,0.025040448,0.402349125,0.521515939,0.051094487
9719,0.146015617,0.349833785,0.412388292,0.091762306
9720,0.371715309,0.087387595,0.433488864,0.107408232
9721,0.515004041,0.139798141,0.247638218,0.0975596
9722,0.377831727,0.219931432,0.305087003,0.097149838
9723,0.157299237,0.64153585,0.056069761,0.145095151
9724,0.125848822,0.109115263,0.700158232,0.064877683
9725,0.347781029,0.060821134,0.508326646,0.083071192
9726,0.401774797,0.191074569,0.155535763,0.251614871
9727,0.056039312,0.408817639,0.445155725,0.089987324
9728,0.152589575,0.593352236,0.195334463,0.058723725
9729,0.0880525,0.064217811,0.653323385,0.194406303
9730,0.216976707,0.116619812,0.201237085,0.465166395
9731,0.043573488,0.187529655,0.568259251,0.200637605
9732,0.171028858,0.325107398,0.130269707,0.373594037
9733,0.243958704,0.247248017,0.119432304,0.389360976
9734,0.194364588,0.178024648,0.207080828,0.420529936
9735,0.360167304,0.350783347,0.059831013,0.229218336
9736,0.063701732,0.364841179,0.258172127,0.313284962
9737,0.063023612,0.178742203,0.513477291,0.244756894
9738,0.106427862,0.072214059,0.526883953,0.294474127
9739,0.08675938,0.110933122,0.533315758,0.268991741
9740,0.280776138,0.0502988,0.49096538,0.177959681
9741,0.1336903,0.492629,0.11421964,0.25946106
9742,0.052228126,0.543918535,0.141812172,0.262041167
9743,0.036014006,0.300805355,0.546708659,0.11647198
9744,0.222285341,0.397624381,0.268491308,0.11159897
9745,0.240660107,0.134169722,0.480372833,0.144797338
9746,0.09205153,0.215350066,0.470663461,0.221934943
9747,0.356276742,0.095641848,0.235417488,0.312663923
9748,0.248183556,0.116493304,0.13672471,0.498598429
9749,0.235235295,0.403419359,0.11840975,0.242935596
9750,0.284221008,0.425502433,0.110666007,0.179610552
9751,0.111851842,0.236192847,0.222027729,0.429927583
9752,0.270163456,0.063753127,0.493279009,0.172804409
9753,0.173149779,0.13390363,0.188772116,0.504174474
9754,0.139952849,0.320792568,0.244856892,0.294397692
9755,0.203037255,0.309097632,0.343291351,0.144573761
9756,0.263351996,0.392822501,0.219677692,0.124147811
9757,0.323191767,0.049581318,0.489691972,0.137534943
9758,0.550267158,0.053498025,0.121689796,0.27454502
9759,0.078022293,0.266474022,0.187305506,0.468198179
9760,0.033696339,0.49623679,0.279399977,0.190666894
9761,0.212825948,0.10274657,0.215442003,0.468985479
9762,0.244166179,0.101938194,0.173366151,0.480529476
9763,0.093800452,0.066060554,0.655778131,0.184360863
9764,0.320006613,0.193672626,0.071006393,0.415314368
9765,0.214635362,0.406498551,0.061730495,0.317135591
9766,0.226540956,0.208302076,0.140062432,0.425094535
9767,0.106072374,0.236970011,0.198179258,0.458778356
9768,0.400864453,0.102330441,0.041828439,0.454976666
9769,0.261284171,0.373687039,0.051787725,0.313241065
9770,0.325242248,0.392739596,0.027339729,0.254678427
9771,0.226553377,0.424811884,0.023491446,0.325143293
9772,0.079610708,0.529468096,0.022722212,0.368198984
9773,0.066923874,0.055096895,0.394382347,0.483596884
9774,0.186381984,0.528478262,0.041018991,0.244120764
9775,0.196410847,0.258230916,0.307287692,0.238070546
9776,0.078126306,0.362397403,0.095369532,0.464106758
9777,0.095985174,0.517288303,0.096215196,0.290511327
9778,0.320285737,0.082787432,0.11246159,0.484465241
9779,0.416803645,0.198131568,0.07840819,0.306656597
9780,0.041261126,0.646679543,0.030253067,0.281806264
9781,0.07821773,0.096001621,0.373242401,0.452538248
9782,0.071569735,0.059154241,0.497943696,0.371332328
9783,0.17364976,0.091133572,0.410276561,0.324940107
9784,0.0285553,0.442258374,0.169158062,0.360028263
9785,0.142960059,0.447997527,0.040181286,0.368861129
9786,0.370906452,0.1294133,0.167110068,0.33257018
9787,0.141533811,0.057069873,0.218199496,0.58319682
9788,0.061506373,0.260139525,0.325751449,0.352602654
9789,0.179478361,0.377293673,0.115582115,0.327645851
9790,0.337560892,0.245879942,0.204598068,0.211961098
9791,0.039648569,0.256888566,0.450590153,0.252872712
9792,0.09995414,0.194462662,0.138839137,0.566744061
9793,0.35761473,0.119342727,0.192530899,0.330511644
9794,0.037955644,0.170817867,0.314994767,0.476231721
9795,0.446519723,0.160661178,0.18187796,0.210941139
9796,0.142494418,0.135344122,0.470072222,0.252089238
9797,0.067764233,0.337568168,0.320303194,0.274364405
9798,0.151881179,0.461345157,0.172407271,0.214366393
9799,0.120175316,0.485054277,0.085534021,0.309236387
9800,0.252338473,0.066143628,0.070479067,0.611038832
9801,0.098089107,0.103561921,0.413664873,0.384684099
9802,0.387418737,0.283027788,0.199729231,0.129824244
9803,0.074334139,0.053867798,0.410718483,0.461079581
9804,0.25960892,0.047200402,0.418006935,0.275183742
9805,0.307961849,0.276376253,0.185101195,0.230560703
9806,0.272340203,0.06238667,0.064807825,0.600465302
9807,0.101581857,0.294092374,0.210725785,0.393599984
9808,0.092175325,0.341974954,0.214709571,0.35114015
9809,0.100741296,0.069795161,0.49193883,0.337524713
9810,0.273682193,0.196083497,0.094551922,0.435682388
9811,0.170704191,0.349180038,0.06007279,0.420042981
9812,0.221228846,0.300296518,0.052402935,0.4260717
9813,0.382240691,0.103472085,0.210459593,0.30382763
9814,0.193521896,0.489987527,0.036026665,0.280463911
9815,0.141388521,0.064496828,0.218098129,0.576016522
9816,0.215586098,0.334105079,0.026357032,0.423951791
9817,0.068452591,0.09206923,0.138570254,0.700907926
9818,0.025973544,0.295199654,0.308043409,0.370783393
9819,0.036399834,0.295150733,0.208268965,0.460180467
9820,0.118817941,0.064319366,0.191141216,0.625721478
9821,0.492064811,0.044079542,0.105762571,0.358093076
9822,0.141419598,0.114279381,0.048640144,0.695660878
9823,0.038067895,0.327584667,0.140644412,0.493703026
9824,0.117326548,0.335231613,0.286606434,0.260835405
9825,0.070864682,0.082539717,0.370192227,0.476403374
9826,0.593770212,0.107958197,0.062044541,0.23622705
9827,0.432944337,0.335281224,0.054546533,0.177227906
9828,0.054018287,0.508865418,0.277342708,0.159773587
9829,0.398399231,0.059690813,0.435271248,0.106638707
9830,0.201635701,0.2143638,0.335184976,0.248815523
9831,0.382810913,0.066084109,0.29838175,0.252723227
9832,0.046411883,0.529375554,0.134112178,0.290100386
9833,0.035953601,0.753904447,0.038817389,0.171324563
9834,0.055249959,0.055644976,0.666883267,0.222221797
9835,0.321563016,0.062193717,0.140971359,0.475271908
9836,0.123385637,0.498651065,0.149207499,0.228755799
9837,0.198569834,0.333512636,0.135932597,0.331984934
9838,0.298350729,0.208068401,0.216802452,0.276778418
9839,0.302807748,0.098196252,0.223489544,0.375506455
9840,0.181848502,0.080065291,0.452397208,0.285688999
9841,0.095967961,0.199772646,0.52718205,0.177077343
9842,0.16320915,0.357816154,0.203296621,0.275678075
9843,0.494307222,0.086180425,0.132902001,0.286610352
9844,0.460715622,0.244201054,0.117078414,0.17800491
9845,0.110477038,0.587550143,0.167984295,0.133988523
9846,0.058194658,0.184203391,0.452992873,0.304609078
9847,0.058041725,0.335189718,0.40467369,0.202094867
9848,0.059486399,0.360164317,0.244966936,0.335382348
9849,0.604285069,0.053943795,0.180049364,0.161721772
9850,0.529971486,0.163277109,0.086602513,0.220148892
9851,0.217460617,0.286298144,0.127283022,0.368958218
9852,0.046448172,0.572732604,0.113262827,0.267556397
9853,0.172592416,0.08935159,0.177507743,0.560548251
9854,0.225548766,0.185108992,0.460556836,0.128785406
9855,0.108222091,0.672898983,0.065075119,0.153803807
9856,0.4608545,0.129491357,0.042188467,0.367465676
9857,0.528210515,0.107228815,0.123766801,0.240793869
9858,0.114747821,0.043626494,0.651671101,0.189954584
9859,0.147407573,0.063809193,0.437525599,0.351257635
9860,0.057671272,0.118580413,0.596155476,0.227592839
9861,0.333773553,0.368211628,0.120767702,0.177247116
9862,0.47930192,0.256310321,0.067002017,0.197385742
9863,0.3255476,0.082593144,0.138441383,0.453417873
9864,0.110561723,0.108617316,0.524004818,0.256816143
9865,0.49200554,0.207791239,0.072319567,0.227883654
9866,0.163224681,0.084028468,0.348588917,0.404157934
9867,0.240369246,0.135198158,0.117997091,0.506435506
9868,0.252798374,0.067760509,0.211737982,0.467703135
9869,0.589307654,0.021400569,0.273648509,0.115643267
9870,0.118409336,0.310821538,0.101676143,0.469092983
9871,0.169487042,0.228749343,0.079978401,0.521785214
9872,0.13967074,0.300997122,0.354081276,0.205250861
9873,0.412456503,0.084562779,0.252553975,0.250426742
9874,0.501003651,0.047899601,0.327993221,0.123103527
9875,0.161783623,0.110920771,0.32688252,0.400413086
9876,0.421272479,0.047564746,0.336576823,0.194585952
9877,0.077487993,0.059027087,0.52379401,0.33969091
9878,0.153420306,0.099604581,0.354289327,0.392685786
9879,0.120144517,0.090166777,0.504927705,0.284761001
9880,0.398296721,0.038525644,0.110700924,0.452476711
9881,0.468044571,0.033784438,0.416163834,0.082007158
9882,0.159892601,0.676790413,0.074829646,0.08848734
9883,0.275097206,0.102247062,0.388175642,0.234480089
9884,0.353516962,0.484620762,0.022849041,0.139013235
9885,0.075959472,0.119187345,0.677891683,0.126961499
9886,0.281456202,0.362252887,0.179303832,0.17698708
9887,0.185155217,0.279299672,0.402016245,0.133528866
9888,0.46217327,0.309517936,0.042219056,0.186089738
9889,0.340598887,0.432350206,0.124935725,0.102115182
9890,0.528235521,0.087050003,0.158345352,0.226369124
9891,0.281163305,0.316783775,0.315007042,0.087045877
9892,0.35329592,0.044868209,0.512686948,0.089148923
9893,0.092897534,0.176776801,0.555971118,0.174354546
9894,0.456956016,0.087699288,0.314686381,0.140658316
9895,0.141687799,0.189112857,0.368906782,0.300292562
9896,0.142759427,0.441539461,0.129841226,0.285859886
9897,0.667866464,0.207647978,0.056238698,0.068246859
9898,0.475127319,0.068042284,0.299675889,0.157154509
9899,0.511110831,0.173245012,0.083985109,0.231659048
9900,0.694977378,0.16076789,0.098897686,0.045357047
9901,0.260003094,0.170839885,0.461690541,0.10746648
9902,0.343762777,0.37038662,0.256635289,0.029215314
9903,0.477465877,0.209427851,0.273010417,0.040095855
9904,0.072750275,0.039832591,0.83579587,0.051621263
9905,0.723624389,0.105069272,0.105317559,0.065988781
9906,0.113282261,0.070973283,0.728633783,0.087110673
9907,0.609399184,0.086815926,0.17353897,0.130245919
9908,0.138858373,0.285189157,0.496322164,0.079630305
9909,0.188065831,0.683294752,0.085611774,0.043027644
9910,0.703124146,0.159870826,0.060112733,0.076892295
9911,0.28522067,0.328730354,0.365661661,0.020387315
9912,0.631034707,0.036486672,0.288787619,0.043691002
9913,0.56986043,0.352566834,0.043827188,0.033745549
9914,0.582357029,0.120326993,0.219366517,0.077949461
9915,0.229767473,0.050070362,0.688681965,0.0314802
9916,0.465128135,0.044409014,0.453575266,0.036887585
9917,0.081656919,0.562917027,0.287838465,0.067587589
9918,0.515984381,0.244923046,0.11164565,0.127446924
9919,0.207505782,0.269867735,0.427042244,0.095584239
9920,0.249738498,0.270325321,0.070619968,0.409316214
9921,0.168637397,0.212945438,0.102989684,0.515427481
9922,0.156182344,0.403414889,0.070204403,0.370198364
9923,0.186764842,0.514332322,0.066610332,0.232292504
9924,0.040901799,0.089660913,0.620338192,0.249099096
9925,0.118935894,0.336885651,0.412522093,0.131656362
9926,0.560961799,0.196092426,0.093141926,0.149803849
9927,0.693727866,0.086172112,0.066940064,0.153159958
9928,0.126442998,0.206552721,0.07795277,0.58905151
9929,0.244824348,0.433790292,0.060727403,0.260657958
9930,0.093846184,0.277074094,0.373410384,0.255669337
9931,0.168165523,0.342381693,0.130940513,0.358512271
9932,0.547593272,0.052945873,0.250549876,0.148910979
9933,0.184591726,0.202887885,0.327863781,0.284656608
9934,0.427900178,0.252435183,0.116336209,0.203328431
9935,0.344738613,0.331470215,0.081000925,0.242790246
9936,0.377691446,0.080635422,0.196946374,0.344726758
9937,0.133741127,0.686662773,0.034638673,0.144957427
9938,0.276953465,0.458849194,0.105233578,0.158963763
9939,0.256692845,0.351194191,0.137828066,0.254284898
9940,0.20542378,0.08259234,0.123944408,0.588039472
9941,0.075829321,0.253349492,0.228472584,0.442348603
9942,0.29951042,0.415864616,0.060930853,0.223694111
9943,0.371776119,0.101173337,0.061023486,0.466027058
9944,0.090786805,0.459613843,0.179605012,0.269994341
9945,0.340252385,0.057799118,0.3329881,0.268960397
9946,0.118140417,0.391790496,0.316168429,0.173900658
9947,0.429928801,0.109692859,0.246560141,0.2138182
9948,0.094266154,0.142964639,0.48064803,0.282121177
9949,0.429912141,0.258616321,0.067885533,0.243586005
9950,0.216654557,0.304135338,0.108335147,0.370874957
9951,0.564465928,0.140365904,0.053067526,0.242100642
9952,0.218946824,0.154858968,0.117463449,0.508730759
9953,0.497333871,0.09159995,0.172592555,0.238473625
9954,0.106337323,0.073209162,0.270100305,0.550353209
9955,0.059082314,0.231898896,0.10929717,0.59972162
9956,0.282678634,0.132807466,0.263826318,0.320687582
9957,0.649437485,0.051699244,0.100813257,0.198050014
9958,0.390793619,0.209370379,0.161347856,0.238488146
9959,0.603097242,0.102849693,0.198488165,0.095564901
9960,0.166566688,0.553796304,0.148440629,0.131196378
9961,0.115034429,0.563100276,0.225128187,0.096737107
9962,0.397740539,0.285996883,0.131813193,0.184449385
9963,0.106190852,0.434026994,0.32325745,0.136524704
9964,0.293460393,0.124678317,0.198297031,0.383564259
9965,0.673708448,0.079349162,0.076946416,0.169995975
9966,0.225422689,0.289487644,0.185926965,0.299162702
9967,0.175505796,0.203459683,0.464408996,0.156625525
9968,0.157424837,0.042689157,0.623570957,0.176315048
9969,0.691938931,0.062277409,0.08423402,0.16154964
9970,0.538180417,0.126093975,0.178995453,0.156730156
9971,0.145174487,0.54505544,0.186439687,0.123330386
9972,0.220115863,0.624423301,0.084908271,0.070552565
9973,0.128591659,0.440250596,0.117820122,0.313337623
9974,0.170642175,0.498409449,0.213836213,0.117112163
9975,0.206313768,0.163816435,0.443194654,0.186675144
9976,0.445094465,0.311374262,0.106342234,0.137189039
9977,0.233282774,0.103823694,0.388301392,0.27459214
9978,0.50689604,0.10321115,0.22841787,0.16147494
9979,0.307703159,0.386235037,0.136885223,0.169176581
9980,0.267420333,0.176123117,0.269788716,0.286667834
9981,0.361006666,0.175245111,0.218344834,0.245403388
9982,0.460193139,0.187628564,0.228909892,0.123268404
9983,0.096377295,0.141436521,0.319224349,0.442961835
9984,0.103657311,0.184525725,0.595802735,0.116014229
9985,0.05153984,0.419648702,0.360560293,0.168251164
9986,0.177287711,0.323635364,0.165871567,0.333205359
9987,0.044927293,0.119766181,0.669630787,0.165675738
9988,0.054917409,0.310040627,0.472817437,0.162224527
9989,0.227191765,0.12809092,0.464208996,0.180508319
9990,0.182703011,0.287140658,0.165326097,0.364830233
9991,0.520804351,0.094784293,0.256221222,0.128190133
9992,0.174983948,0.073840766,0.47966232,0.271512966
9993,0.530472029,0.236078121,0.070764168,0.162685681
9994,0.221933957,0.183948083,0.310801903,0.283316057
9995,0.514126677,0.306785743,0.095137349,0.083950231
9996,0.11738863,0.492004185,0.315245231,0.075361954
9997,0.356503635,0.237805146,0.346576987,0.059114231
9998,0.468556079,0.314613174,0.110057079,0.106773668
9999,0.135491645,0.649196701,0.092084066,0.123227588
10000,0.841385129,0.038444375,0.058114326,0.06205617
10001,0.323264686,0.268704921,0.302605112,0.105425282
10002,0.617527256,0.16359191,0.092025061,0.126855774
10003,0.373915142,0.550245392,0.030812361,0.045027105
10004,0.690899751,0.181750239,0.054384701,0.072965309
10005,0.586684827,0.173486622,0.184957719,0.054870833
10006,0.678412334,0.14149198,0.134012535,0.046083151
10007,0.310200581,0.533656934,0.085339844,0.070802641
10008,0.091902746,0.252765171,0.593052067,0.062280016
10009,0.29035868,0.441216417,0.229130674,0.039294228
10010,0.479653735,0.088082989,0.366235268,0.066028008
10011,0.113840215,0.750621269,0.073702978,0.061835539
10012,0.584729856,0.301306454,0.042159932,0.071803758
10013,0.157534321,0.414972634,0.331140093,0.096352952
10014,0.499783224,0.273175405,0.06332267,0.163718701
10015,0.107986246,0.58492048,0.215296882,0.091796392
10016,0.066660055,0.62686416,0.079212612,0.227263172
10017,0.078595841,0.443974527,0.100134017,0.377295615
10018,0.455414156,0.160933303,0.184959371,0.198693171
